Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Serological Group	Serotype	EcoR Cluster	Path/Nonpath	Simple Patho	Simple Disease	Comment	Bio Project ID	Project ID	Disease	Sample ID	Secondary Sample ID	Date Entered	Release Date	Barcode	Status	Coverage	N50	Length	Species	Contig Number(>=200 bp)	Low Quality Bases	Version	Assembly barcode
ESC_HA4033AA	228256d0-535d-11e6-9a3d-3c4a9275d6c8	ERR2138123;ILLUMINA;Paired;459;ERX2194672																SC	Escherichia coli								PRJEB21499	ERP023756		SAMEA4362998	ERS1274447	2017-10-01	2017-09-30	ESC_HA4033AA	Assembled	45	333997	5080160	Escherichia coli / Shigella;98.41%	85	3220	3.61	ESC_PA9475AA_AS
ESC_HA6196AA	TW18258	SRR6179004;ILLUMINA;Paired;500;SRX3289628	Human	Human	stool; Homo sapiens	2008				North America	United States	Michigan						FDA Center for Food Safety and Applied Nutrition	Escherichia coli								PRJNA368991	SRP101451		SAMN07717136	SRS2598979	2017-10-17	2017-10-16	ESC_HA6196AA	Assembled	110	31730	5021527	Escherichia coli / Shigella;100.0%	321	34705	3.61	ESC_QA2182AA_AS
ESC_HA6728AA	383957	SRR6185876;ILLUMINA;Paired;;SRX3296024	Environment	ND/Others	Enviromental	2017	6			Europe	United Kingdom							Public Health England	Escherichia coli								PRJNA315192	SRP071789		SAMN07807529	SRS2604631	2017-10-19	2017-10-19	ESC_HA6728AA	Assembled	98	17502	4621996	Escherichia coli / Shigella;100.0%	568	25439	3.61	ESC_QA2890AA_AS
ESC_HA7407AA	MOD1-EC4538	SRR6219639;ILLUMINA;Paired;500;SRX3328354	Environment	Soil/Dust	soil	2017				North America	United States	Ohio						FDA Center for Food Safety and Applied Nutrition	Escherichia coli								PRJNA230969	SRP058582		SAMN07747799	SRS2631714	2017-10-26	2017-10-25	ESC_HA7407AA	Assembled	111	303184	5346224	Escherichia coli / Shigella;97.1%	88	3351	3.61	ESC_QA3565AA_AS
ESC_HA7438AA	ABU 91	SRR6224580;ILLUMINA;Paired;;SRX3333215	Human		urinary tract; urinary tract	2010				Europe	Hungary							University of Muenster	Escherichia coli								PRJNA415978	SRP121701		SAMN07839400	SRS2635642	2017-10-27	2017-10-26	ESC_HA7438AA	Assembled	231	269062	5315215	Escherichia coli / Shigella;98.81%	127	1276	3.61	ESC_QA3677AA_AS
ESC_HA7440AA	ABU 9	SRR6224582;ILLUMINA;Paired;;SRX3333213	Human		urinary tract; urinary tract	2010				Europe	Hungary							University of Muenster	Escherichia coli								PRJNA415978	SRP121701		SAMN07839396	SRS2635640	2017-10-27	2017-10-26	ESC_HA7440AA	Assembled	268	204002	5248138	Escherichia coli / Shigella;98.26%	167	1084	3.61	ESC_QA3675AA_AS
ESC_HA7443AA	ABU 106	SRR6224585;ILLUMINA;Paired;;SRX3333210	Human		urinary tract; urinary tract	2010				Europe	Hungary							University of Muenster	Escherichia coli								PRJNA415978	SRP121701		SAMN07839401	SRS2635638	2017-10-27	2017-10-26	ESC_HA7443AA	Assembled	53	132050	4969654	Escherichia coli / Shigella;100.0%	172	9593	3.61	ESC_QA3671AA_AS
ESC_HA8143AA	2017_01_12531_1B	traces-0pWTMre;ILLUMINA;Paired;;NA	Poultry	Poultry		2017				Europe	Norway							Norwegian Veterinary Institute	Escherichia coli										Colibacillosis			2017-11-08	2018-11-15	ESC_HA8143AA	Assembled	424	237130	5111585	Escherichia coli / Shigella;100.0%	105	1407	3.61	ESC_QA4676AA_AS
ESC_HA8187AA	2017_04_12533_6-2	traces-0hmHWTv;ILLUMINA;Paired;;NA,traces-0htiyyW;ILLUMINA;Paired;;NA	Poultry	Poultry		2017				Europe	Norway							Norwegian Veterinary Institute	Escherichia coli													2017-11-09	2018-11-16	ESC_HA8187AA	Assembled	255	207030	5303086	Escherichia coli / Shigella;95.18%	116	959	3.61	ESC_QA4754AA_AS
ESC_HA8188AA	2017_01_12531_2A	traces-0YRcrVS;ILLUMINA;Paired;;NA	Poultry	Poultry		2017				Europe	Norway							Norwegian Veterinary Institute	Escherichia coli													2017-11-09	2018-11-16	ESC_HA8188AA	Assembled	508	237130	5110078	Escherichia coli / Shigella;100.0%	106	1768	3.61	ESC_QA4756AA_AS
ESC_HA8189AA	2017_01_12531_3A	traces-0OVesmc;ILLUMINA;Paired;;NA	Poultry	Poultry		2017				Europe	Norway							Norwegian Veterinary Institute	Escherichia coli													2017-11-09	2018-11-16	ESC_HA8189AA	Assembled	495	237130	5109665	Escherichia coli / Shigella;100.0%	108	1338	3.61	ESC_QA4763AA_AS
ESC_HA8190AA	2017_01_12531_4A	traces-0UdrqJo;ILLUMINA;Paired;;NA	Poultry	Poultry		2017				Europe	Norway							2017_01_12531_4A	Escherichia coli													2017-11-09	2018-11-16	ESC_HA8190AA	Assembled	501	237130	5110320	Escherichia coli / Shigella;100.0%	110	1436	3.61	ESC_QA4758AA_AS
ESC_HA8200AA	2017_04_12533_6	traces-0pdjrfC;ILLUMINA;Paired;;NA	Poultry	Poultry		2017				Europe	Norway							Norwegian Veterinary Institute	Escherichia coli													2017-11-09	2018-11-16	ESC_HA8200AA	Assembled	260	207030	5301877	Escherichia coli / Shigella;96.06%	106	765	3.61	ESC_QA4778AA_AS
ESC_HA8259AA	DH80	traces-0lxyeaj;ILLUMINA;Paired;;NA				2017				Europe	Denmark							miki@sund.ku.dk	Escherichia coli													2017-11-15	2018-05-20	ESC_HA8259AA	Assembled	36	174727	5396433	Escherichia coli / Shigella;96.97%	149	11597	3.61	ESC_QA4833AA_AS
ESC_HA8318AA	DH89	traces-0sTUFcc;ILLUMINA;Paired;;NA	Poultry	Poultry		2017				Europe	Denmark							miki@sund.ku.dk	Escherichia coli													2017-11-16	2018-05-21	ESC_HA8318AA	Assembled	54	208436	5104487	Escherichia coli / Shigella;100.0%	114	6396	3.61	ESC_QA4892AA_AS
ESC_HA8319AA	DH90	traces-0VEqOPL;ILLUMINA;Paired;;NA	Poultry	Poultry		2017				Europe	Denmark							miki@sund.ku.dk	Escherichia coli													2017-11-16	2018-05-21	ESC_HA8319AA	Assembled	32	183512	5099943	Escherichia coli / Shigella;100.0%	117	17396	3.61	ESC_QA4893AA_AS
ESC_HA8320AA	DH88	traces-0JzIZbl;ILLUMINA;Paired;;NA	Poultry	Poultry		2017				Europe	Denmark							miki@sund.ku.dk	Escherichia coli													2017-11-16	2018-05-21	ESC_HA8320AA	Assembled	41	204005	5101575	Escherichia coli / Shigella;100.0%	116	10544	3.61	ESC_QA4894AA_AS
ESC_HA8321AA	DH91	traces-0UCBcgI;ILLUMINA;Paired;;NA	Poultry	Poultry		2017				Europe	Denmark							miki@sund.ku.dk	Escherichia coli													2017-11-16	2018-05-21	ESC_HA8321AA	Assembled	42	142270	5115966	Escherichia coli / Shigella;99.09%	165	15302	3.61	ESC_QA4895AA_AS
ESC_HA8452AA	PNUSAE010812	SRR6293221;ILLUMINA;Paired;;SRX3394332								North America	United States							Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	Escherichia coli								PRJNA218110	SRP046387		SAMN07982428	SRS2688519	2017-11-16	2017-11-15	ESC_HA8452AA	Assembled	100	226240	5206842	Escherichia coli / Shigella;99.03%	155	5992	3.61	ESC_QA4979AA_AS
ESC_HA8879AA	91	DRR103321;ILLUMINA;Paired;600;DRX096741	Human	Human	urine; Homo sapiens	2011				Asia	Japan							KYUSHU	Escherichia coli								PRJDB5579	DRP003877		SAMD00077729	DRS052655	2017-11-17	2017-11-17	ESC_HA8879AA	Assembled	124	239459	5143281	Escherichia coli / Shigella;100.0%	89	3652	3.61	ESC_QA9416AA_AS
ESC_HA8883AA	57	DRR103317;ILLUMINA;Paired;600;DRX096737	Human	Human	urine; Homo sapiens	2011				Asia	Japan							KYUSHU	Escherichia coli								PRJDB5579	DRP003877		SAMD00077725	DRS052651	2017-11-17	2017-11-17	ESC_HA8883AA	Assembled	81	122609	5079159	Escherichia coli / Shigella;100.0%	117	16397	3.61	ESC_QA8950AA_AS
ESC_HA8885AA	129	DRR103315;ILLUMINA;Paired;600;DRX096735	Human	Human	urine; Homo sapiens	2011				Asia	Japan							KYUSHU	Escherichia coli								PRJDB5579	DRP003877		SAMD00077723	DRS052649	2017-11-17	2017-11-17	ESC_HA8885AA	Assembled	110	239542	5239054	Escherichia coli / Shigella;100.0%	100	4550	3.61	ESC_QA8948AA_AS
ESC_HA8888AA	6	DRR103312;ILLUMINA;Paired;600;DRX096732	Human	Human	urine; Homo sapiens	2011				Asia	Japan							KYUSHU	Escherichia coli								PRJDB5579	DRP003877		SAMD00077720	DRS052646	2017-11-17	2017-11-17	ESC_HA8888AA	Assembled	193	265730	5123252	Escherichia coli / Shigella;100.0%	67	2456	3.61	ESC_QA8947AA_AS
ESC_HA9124AA	KS34_11C	DRR103076;ILLUMINA;Paired;600;DRX096496	Livestock	Bovine	feces; Bos taurus	2013				Asia	Japan							KYUSHU	Escherichia coli								PRJDB5579	DRP003877		SAMD00077484	DRS052410	2017-11-17	2017-11-17	ESC_HA9124AA	Assembled	139	289141	5290444	Escherichia coli / Shigella;87.15%	107	2516	3.61	ESC_QA8963AA_AS
ESC_HA9143AA	KS04_7G	DRR103057;ILLUMINA;Paired;600;DRX096477	Livestock	Bovine	feces; Bos taurus	2013				Asia	Japan							KYUSHU	Escherichia coli								PRJDB5579	DRP003877		SAMD00077465	DRS052391	2017-11-17	2017-11-17	ESC_HA9143AA	Assembled	153	295531	5233438	Escherichia coli / Shigella;97.77%	57	1022	3.61	ESC_QA5645AA_AS
ESC_HA9249AA	JML298	DRR102951;ILLUMINA;Paired;600;DRX096371	Human	Human	feces; Homo sapiens	2015				Asia	Japan							KYUSHU	Escherichia coli								PRJDB5579	DRP003877		SAMD00077359	DRS052285	2017-11-17	2017-11-17	ESC_HA9249AA	Assembled	102	74818	5271781	Escherichia coli / Shigella;100.0%	199	16983	3.61	ESC_QA5539AA_AS
ESC_HA9253AA	JML294	DRR102947;ILLUMINA;Paired;600;DRX096367	Human	Human	feces; Homo sapiens	2015				Asia	Japan							KYUSHU	Escherichia coli								PRJDB5579	DRP003877		SAMD00077355	DRS052281	2017-11-17	2017-11-17	ESC_HA9253AA	Assembled	83	50838	5071775	Escherichia coli / Shigella;98.6%	221	29731	3.61	ESC_QA7947AA_AS
ESC_HA9256AA	JML291	DRR102944;ILLUMINA;Paired;600;DRX096364	Human	Human	feces; Homo sapiens	2015				Asia	Japan							KYUSHU	Escherichia coli								PRJDB5579	DRP003877		SAMD00077352	DRS052278	2017-11-17	2017-11-17	ESC_HA9256AA	Assembled	40	50011	5103943	Escherichia coli / Shigella;100.0%	202	37917	3.61	ESC_QA6616AA_AS
ESC_HA9257AA	JML290	DRR102943;ILLUMINA;Paired;600;DRX096363	Human	Human	feces; Homo sapiens	2015				Asia	Japan							KYUSHU	Escherichia coli								PRJDB5579	DRP003877		SAMD00077351	DRS052277	2017-11-17	2017-11-17	ESC_HA9257AA	Assembled	87	109307	5276893	Escherichia coli / Shigella;100.0%	251	16969	3.61	ESC_RA0152AA_AS
ESC_HA9258AA	JML288	DRR102942;ILLUMINA;Paired;600;DRX096362	Human	Human	feces; Homo sapiens	2015				Asia	Japan							KYUSHU	Escherichia coli								PRJDB5579	DRP003877		SAMD00077350	DRS052276	2017-11-17	2017-11-17	ESC_HA9258AA	Assembled	54	105590	5187105	Escherichia coli / Shigella;100.0%	150	18782	3.61	ESC_QA8859AA_AS
ESC_HA9259AA	JML287	DRR102941;ILLUMINA;Paired;600;DRX096361	Human	Human	feces; Homo sapiens	2015				Asia	Japan							KYUSHU	Escherichia coli								PRJDB5579	DRP003877		SAMD00077349	DRS052275	2017-11-17	2017-11-17	ESC_HA9259AA	Assembled	50	59456	5182462	Escherichia coli / Shigella;98.74%	226	31531	3.61	ESC_QA7942AA_AS
ESC_HA9282AA	JML262	DRR102918;ILLUMINA;Paired;600;DRX096338	Human	Human	feces; Homo sapiens	2015				Asia	Japan							KYUSHU	Escherichia coli								PRJDB5579	DRP003877		SAMD00077326	DRS052252	2017-11-17	2017-11-17	ESC_HA9282AA	Assembled	69	64460	5202609	Escherichia coli / Shigella;98.37%	224	21297	3.61	ESC_QA7878AA_AS
ESC_HA9283AA	JML261	DRR102917;ILLUMINA;Paired;600;DRX096337	Human	Human	feces; Homo sapiens	2015				Asia	Japan							KYUSHU	Escherichia coli								PRJDB5579	DRP003877		SAMD00077325	DRS052251	2017-11-17	2017-11-17	ESC_HA9283AA	Assembled	48	51810	5000793	Escherichia coli / Shigella;100.0%	213	25641	3.61	ESC_QA7877AA_AS
ESC_HA9290AA	JML248	DRR102910;ILLUMINA;Paired;600;DRX096330	Human	Human	feces; Homo sapiens	2015				Asia	Japan							KYUSHU	Escherichia coli								PRJDB5579	DRP003877		SAMD00077318	DRS052244	2017-11-17	2017-11-17	ESC_HA9290AA	Assembled	63	157168	5071484	Escherichia coli / Shigella;94.93%	90	11433	3.61	ESC_QA5498AA_AS
ESC_HA9307AA	JML225	DRR102893;ILLUMINA;Paired;600;DRX096313	Human	Human	feces; Homo sapiens	2015				Asia	Japan							KYUSHU	Escherichia coli								PRJDB5579	DRP003877		SAMD00077301	DRS052227	2017-11-17	2017-11-17	ESC_HA9307AA	Assembled	82	86628	5241775	Escherichia coli / Shigella;98.6%	217	41822	3.61	ESC_QA7860AA_AS
ESC_HA9309AA	JML223	DRR102891;ILLUMINA;Paired;600;DRX096311	Human	Human	feces; Homo sapiens	2015				Asia	Japan							KYUSHU	Escherichia coli								PRJDB5579	DRP003877		SAMD00077299	DRS052225	2017-11-17	2017-11-17	ESC_HA9309AA	Assembled	75	105831	5187689	Escherichia coli / Shigella;98.11%	150	38237	3.61	ESC_QA5479AA_AS
ESC_HA9317AA	JML211	DRR102883;ILLUMINA;Paired;600;DRX096303	Human	Human	feces; Homo sapiens	2015				Asia	Japan							KYUSHU	Escherichia coli								PRJDB5579	DRP003877		SAMD00077291	DRS052217	2017-11-17	2017-11-17	ESC_HA9317AA	Assembled	62	115085	5144914	Escherichia coli / Shigella;99.19%	188	34253	3.61	ESC_QA8168AA_AS
ESC_HA9325AA	JML201	DRR102875;ILLUMINA;Paired;600;DRX096295	Human	Human	feces; Homo sapiens	2015				Asia	Japan							KYUSHU	Escherichia coli								PRJDB5579	DRP003877		SAMD00077283	DRS052209	2017-11-17	2017-11-17	ESC_HA9325AA	Assembled	54	59345	5157838	Escherichia coli / Shigella;96.72%	202	60512	3.61	ESC_QA5463AA_AS
ESC_HA9341AA	JML182	DRR102859;ILLUMINA;Paired;600;DRX096279	Human	Human	feces; Homo sapiens	2015				Asia	Japan							KYUSHU	Escherichia coli								PRJDB5579	DRP003877		SAMD00077267	DRS052193	2017-11-17	2017-11-17	ESC_HA9341AA	Assembled	44	87433	5137796	Escherichia coli / Shigella;97.1%	156	52036	3.61	ESC_QA8780AA_AS
ESC_HA9343AA	JML178	DRR102857;ILLUMINA;Paired;600;DRX096277	Human	Human	feces; Homo sapiens	2015				Asia	Japan							KYUSHU	Escherichia coli								PRJDB5579	DRP003877		SAMD00077265	DRS052191	2017-11-17	2017-11-17	ESC_HA9343AA	Assembled	62	56234	5149474	Escherichia coli / Shigella;100.0%	225	50223	3.61	ESC_QA8155AA_AS
ESC_HA9350AA	JML168	DRR102850;ILLUMINA;Paired;600;DRX096270	Human	Human	feces; Homo sapiens	2015				Asia	Japan							KYUSHU	Escherichia coli								PRJDB5579	DRP003877		SAMD00077258	DRS052184	2017-11-17	2017-11-17	ESC_HA9350AA	Assembled	58	39837	5230314	Escherichia coli / Shigella;99.48%	280	90772	3.61	ESC_QA5438AA_AS
ESC_HA9358AA	JML159	DRR102842;ILLUMINA;Paired;600;DRX096262	Human	Human	feces; Homo sapiens	2015				Asia	Japan							KYUSHU	Escherichia coli								PRJDB5579	DRP003877		SAMD00077250	DRS052176	2017-11-17	2017-11-17	ESC_HA9358AA	Assembled	191	134006	5125321	Escherichia coli / Shigella;98.6%	101	18822	3.61	ESC_QA7392AA_AS
ESC_HA9367AA	JML148	DRR102833;ILLUMINA;Paired;600;DRX096253	Human	Human	feces; Homo sapiens	2015				Asia	Japan							KYUSHU	Escherichia coli								PRJDB5579	DRP003877		SAMD00077241	DRS052167	2017-11-17	2017-11-17	ESC_HA9367AA	Assembled	61	176035	5254520	Escherichia coli / Shigella;100.0%	118	11085	3.61	ESC_QA7385AA_AS
ESC_HA9405AA	JML103	DRR102795;ILLUMINA;Paired;600;DRX096215	Human	Human	feces; Homo sapiens	2015				Asia	Japan							KYUSHU	Escherichia coli								PRJDB5579	DRP003877		SAMD00077203	DRS052129	2017-11-17	2017-11-17	ESC_HA9405AA	Assembled	55	58727	5084610	Escherichia coli / Shigella;97.49%	233	34281	3.61	ESC_QA7345AA_AS
ESC_HA9410AA	JML098	DRR102790;ILLUMINA;Paired;600;DRX096210	Human	Human	feces; Homo sapiens	2015				Asia	Japan							KYUSHU	Escherichia coli								PRJDB5579	DRP003877		SAMD00077198	DRS052124	2017-11-17	2017-11-17	ESC_HA9410AA	Assembled	75	178117	5211244	Escherichia coli / Shigella;100.0%	97	8732	3.61	ESC_QA5378AA_AS
ESC_HA9412AA	JML096	DRR102788;ILLUMINA;Paired;600;DRX096208	Human	Human	feces; Homo sapiens	2015				Asia	Japan							KYUSHU	Escherichia coli								PRJDB5579	DRP003877		SAMD00077196	DRS052122	2017-11-17	2017-11-17	ESC_HA9412AA	Assembled	35	67427	5333105	Escherichia coli / Shigella;100.0%	231	51209	3.61	ESC_QA8053AA_AS
ESC_HA9442AA	JML064	DRR102758;ILLUMINA;Paired;600;DRX096178	Human	Human	feces; Homo sapiens	2015				Asia	Japan							KYUSHU	Escherichia coli								PRJDB5579	DRP003877		SAMD00077166	DRS052092	2017-11-17	2017-11-17	ESC_HA9442AA	Assembled	108	129751	5150701	Escherichia coli / Shigella;98.74%	109	13403	3.61	ESC_QA6460AA_AS
ESC_HA9463AA	JML043	DRR102737;ILLUMINA;Paired;600;DRX096157	Human	Human	feces; Homo sapiens	2015				Asia	Japan							KYUSHU	Escherichia coli								PRJDB5579	DRP003877		SAMD00077145	DRS052071	2017-11-17	2017-11-17	ESC_HA9463AA	Assembled	65	124302	5274709	Escherichia coli / Shigella;100.0%	144	21451	3.61	ESC_QA7981AA_AS
ESC_HA9492AA	JML008	DRR102708;ILLUMINA;Paired;600;DRX096128	Human	Human	feces; Homo sapiens	2015				Asia	Japan							KYUSHU	Escherichia coli								PRJDB5579	DRP003877		SAMD00077116	DRS052042	2017-11-17	2017-11-17	ESC_HA9492AA	Assembled	40	49870	5384463	Escherichia coli / Shigella;96.73%	290	102046	3.61	ESC_QA7283AA_AS
ESC_HA9577AA	MHE25	DRR102623;ILLUMINA;Paired;600;DRX096043	Human	Human	blood; Homo sapiens	2008				Asia	Japan							KYUSHU	Escherichia coli								PRJDB5579	DRP003877		SAMD00077031	DRS051957	2017-11-17	2017-11-17	ESC_HA9577AA	Assembled	62	64740	5114939	Escherichia coli / Shigella;100.0%	251	23467	3.61	ESC_QA7591AA_AS
ESC_HA9580AA	MHE21	DRR102620;ILLUMINA;Paired;600;DRX096040	Human	Human	blood; Homo sapiens	2005				Asia	Japan							KYUSHU	Escherichia coli								PRJDB5579	DRP003877		SAMD00077028	DRS051954	2017-11-17	2017-11-17	ESC_HA9580AA	Assembled	77	97930	5146390	Escherichia coli / Shigella;98.97%	146	15885	3.61	ESC_QA5208AA_AS
ESC_HA9589AA	MHE09	DRR102611;ILLUMINA;Paired;600;DRX096031	Human	Human	blood; Homo sapiens	2003				Asia	Japan							KYUSHU	Escherichia coli								PRJDB5579	DRP003877		SAMD00077019	DRS051945	2017-11-17	2017-11-17	ESC_HA9589AA	Assembled	34	171820	5169127	Escherichia coli / Shigella;100.0%	89	6831	3.61	ESC_QA5199AA_AS
ESC_HA9590AA	MHE08	DRR102610;ILLUMINA;Paired;600;DRX096030	Human	Human	blood; Homo sapiens	2003				Asia	Japan							KYUSHU	Escherichia coli								PRJDB5579	DRP003877		SAMD00077018	DRS051944	2017-11-17	2017-11-17	ESC_HA9590AA	Assembled	77	357947	5073462	Escherichia coli / Shigella;100.0%	69	1768	3.61	ESC_QA8186AA_AS
ESC_HA9600AA	KME05	DRR102600;ILLUMINA;Paired;600;DRX096020	Human	Human	blood; Homo sapiens	2008				Asia	Japan							KYUSHU	Escherichia coli								PRJDB5579	DRP003877		SAMD00077008	DRS051934	2017-11-17	2017-11-17	ESC_HA9600AA	Assembled	84	268994	5269379	Escherichia coli / Shigella;97.58%	217	4400	3.61	ESC_QA5188AA_AS
ESC_HA9605AA	KIE06	DRR102595;ILLUMINA;Paired;600;DRX096015	Human	Human	blood; Homo sapiens	2008				Asia	Japan							KYUSHU	Escherichia coli								PRJDB5579	DRP003877		SAMD00077003	DRS051929	2017-11-17	2017-11-17	ESC_HA9605AA	Assembled	41	152267	5341080	Escherichia coli / Shigella;100.0%	159	7080	3.61	ESC_QA7446AA_AS
ESC_HA9607AA	KIE04	DRR102593;ILLUMINA;Paired;600;DRX096013	Human	Human	blood; Homo sapiens	2008				Asia	Japan							KYUSHU	Escherichia coli								PRJDB5579	DRP003877		SAMD00077001	DRS051927	2017-11-17	2017-11-17	ESC_HA9607AA	Assembled	71	204007	5205717	Escherichia coli / Shigella;98.02%	168	4869	3.61	ESC_QA8121AA_AS
ESC_HA9608AA	KIE03	DRR102592;ILLUMINA;Paired;600;DRX096012	Human	Human	blood; Homo sapiens	2008				Asia	Japan							KYUSHU	Escherichia coli								PRJDB5579	DRP003877		SAMD00077000	DRS051926	2017-11-17	2017-11-17	ESC_HA9608AA	Assembled	75	180031	5229676	Escherichia coli / Shigella;100.0%	123	3465	3.61	ESC_QA5919AA_AS
ESC_HA9610AA	KIE01	DRR102590;ILLUMINA;Paired;600;DRX096010	Human	Human	blood; Homo sapiens	2008				Asia	Japan							KYUSHU	Escherichia coli								PRJDB5579	DRP003877		SAMD00076998	DRS051924	2017-11-17	2017-11-17	ESC_HA9610AA	Assembled	54	228402	5120095	Escherichia coli / Shigella;100.0%	147	4775	3.61	ESC_QA8120AA_AS
ESC_HA9622AA	IWE02	DRR102578;ILLUMINA;Paired;600;DRX095998	Human	Human	blood; Homo sapiens	2006				Asia	Japan							KYUSHU	Escherichia coli								PRJDB5579	DRP003877		SAMD00076986	DRS051912	2017-11-17	2017-11-17	ESC_HA9622AA	Assembled	60	287025	5299331	Escherichia coli / Shigella;98.77%	198	4912	3.61	ESC_QA5908AA_AS
ESC_HA9625AA	IKE01	DRR102575;ILLUMINA;Paired;600;DRX095995	Human	Human	blood; Homo sapiens	2008				Asia	Japan							KYUSHU	Escherichia coli								PRJDB5579	DRP003877		SAMD00076983	DRS051909	2017-11-17	2017-11-17	ESC_HA9625AA	Assembled	32	281970	5116397	Escherichia coli / Shigella;100.0%	136	6898	3.61	ESC_QA5163AA_AS
ESC_HA9627AA	IIE04	DRR102573;ILLUMINA;Paired;600;DRX095993	Human	Human	blood; Homo sapiens	2007				Asia	Japan							KYUSHU	Escherichia coli								PRJDB5579	DRP003877		SAMD00076981	DRS051907	2017-11-17	2017-11-17	ESC_HA9627AA	Assembled	67	266962	5118768	Escherichia coli / Shigella;100.0%	80	1821	3.61	ESC_QA5905AA_AS
ESC_HA9630AA	CM32	DRR102570;ILLUMINA;Paired;600;DRX095990	Human	Human	urine; Homo sapiens	2006				Asia	Japan							KYUSHU	Escherichia coli								PRJDB5579	DRP003877		SAMD00076978	DRS051904	2017-11-17	2017-11-17	ESC_HA9630AA	Assembled	164	227437	5190262	Escherichia coli / Shigella;91.86%	123	3886	3.61	ESC_QA7440AA_AS
ESC_HA9633AA	CM1	DRR102567;ILLUMINA;Paired;600;DRX095987	Human	Human	urine; Homo sapiens	2006				Asia	Japan							KYUSHU	Escherichia coli								PRJDB5579	DRP003877		SAMD00076975	DRS051901	2017-11-17	2017-11-17	ESC_HA9633AA	Assembled	93	155302	5162040	Escherichia coli / Shigella;98.53%	99	7531	3.61	ESC_QA7811AA_AS
ESC_HA9635AA	CM17	DRR102565;ILLUMINA;Paired;600;DRX095985	Human	Human	urine; Homo sapiens	2006				Asia	Japan							KYUSHU	Escherichia coli								PRJDB5579	DRP003877		SAMD00076973	DRS051899	2017-11-17	2017-11-17	ESC_HA9635AA	Assembled	46	60526	5119626	Escherichia coli / Shigella;100.0%	227	37004	3.61	ESC_QA7436AA_AS
ESC_HA9639AA	CM12	DRR102561;ILLUMINA;Paired;600;DRX095981	Human	Human	urine; Homo sapiens	2006				Asia	Japan							KYUSHU	Escherichia coli								PRJDB5579	DRP003877		SAMD00076969	DRS051895	2017-11-17	2017-11-17	ESC_HA9639AA	Assembled	66	172105	5236317	Escherichia coli / Shigella;98.77%	128	5058	3.61	ESC_QA6930AA_AS
ESC_HA9671AA	ECOL-17-VL-SD-MI-0019	SRR6312080;ILLUMINA;Paired;500;SRX3412341	Companion Animal		Canine bladder-Canis lupus familiaris	2017	5			North America	United States	Michigan						FDA Center for Food Safety and Applied Nutrition	Escherichia coli								PRJNA318591	SRP125339		SAMN07709880	SRS2705545	2017-11-21	2017-11-21	ESC_HA9671AA	Assembled	135	204007	5156978	Escherichia coli / Shigella;95.08%	87	7019	3.61	ESC_QA9654AA_AS
ESC_HA9977AA	EF478	traces-0emvGLh;ILLUMINA;Paired;;NA	Human	Human		2014	12	5		Europe	Sweden	Stockholm		Stockholm				Dept of Laboratory Medicine, Karolinska Institutet, Stockholm, Sweden	Escherichia coli				Pathogen						Bacteremia			2017-11-25	2018-05-30	ESC_HA9977AA	Assembled	77	112159	5254798	Escherichia coli / Shigella;96.1%	142	13324	3.61	ESC_RA0147AA_AS
ESC_IA0033AA	EF558	traces-0LocFdq;ILLUMINA;Paired;;NA,traces-0PJtjNG;ILLUMINA;Paired;;NA	Human	Human		2015	9	16		Europe	Sweden	Stockholm		Stockholm				Dept of Laboratory Medicine, Karolinska Institutet, Stockholm, Sweden	Escherichia coli				Pathogen			Replaced, good quality			Bacteremia			2019-04-01	2019-04-01	ESC_IA0033AA	Assembled	285	220972	5001102	Escherichia coli / Shigella;93.04%	150	22851	4	ESC_XA9507AA_AS
ESC_IA0173AA	EF459	traces-0MvKQFb;ILLUMINA;Paired;;NA	Human	Human		2014	9	29		Europe	Sweden	Stockholm		Stockholm				Dept of Laboratory Medicine, Karolinska Institutet, Stockholm, Sweden	Escherichia coli				Pathogen						Bacteremia			2017-11-29	2018-06-03	ESC_IA0173AA	Assembled	63	159908	5602145	Escherichia coli / Shigella;92.61%	192	12698	3.61	ESC_RA0395AA_AS
ESC_IA0215AA	EF354	traces-0OrPQld;ILLUMINA;Paired;;NA	Human	Human		2013	9	18		Europe	Sweden	Stockholm		Stockholm				Dept of Laboratory Medicine, Karolinska Institutet, Stockholm, Sweden	Escherichia coli				Pathogen						Bacteremia			2017-11-29	2018-06-03	ESC_IA0215AA	Assembled	147	235622	5446010	Escherichia coli / Shigella;95.98%	252	8057	3.61	ESC_RA0439AA_AS
ESC_IA0224AA	EF366	traces-0AiKVLw;ILLUMINA;Paired;;NA	Human	Human		2013	10	18		Europe	Sweden	Stockholm		Stockholm				Dept of Laboratory Medicine, Karolinska Institutet, Stockholm, Sweden	Escherichia coli				Pathogen						Bacteremia			2017-11-29	2018-06-03	ESC_IA0224AA	Assembled	109	235804	5505088	Escherichia coli / Shigella;95.83%	199	6718	3.61	ESC_RA0448AA_AS
