Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Serological Group	Serotype	EcoR Cluster	Path/Nonpath	Simple Patho	Simple Disease	Comment	Bio Project ID	Project ID	Disease	Sample ID	Secondary Sample ID	Date Entered	Release Date	Barcode	Differences	ST	HC0 (indistinguishable)	HC2	HC5	HC10	HC20	HC50	HC100	HC200	HC400	HC1100 (cgST Cplx)	HC1500	HC2000	HC2350 (subsp.)
ESC_JA1355AA	373218	SRR7256972;ILLUMINA;Paired;;SRX4161307	Human	Human	human; Homo sapiens	2017	5			Europe	United Kingdom							Public Health England	Escherichia coli								PRJNA248792	SRP042645		SAMN09344882	SRS3373673	2018-06-05	2018-06-05	ESC_JA1355AA	NaN	64536	64536	64536	64536	34881	1104	1104	1104	1104	44	44	44	1	1
ESC_JA1481AA	373974	SRR7274751;ILLUMINA;Paired;;SRX4178358	Human	Human	human; Homo sapiens	2017	5			Europe	United Kingdom							Public Health England	Escherichia coli								PRJNA248792	SRP042645		SAMN09375795	SRS3389970	2018-06-08	2018-06-07	ESC_JA1481AA	NaN	66595	66595	64536	64536	34881	1104	1104	1104	1104	44	44	44	1	1
ESC_JA1610AA	406686	SRR7266386;ILLUMINA;Paired;;SRX4170409	Human	Human	human; Homo sapiens	2006	4			Europe	United Kingdom							Public Health England	Escherichia coli								PRJNA248792	SRP042645		SAMN09372336	SRS3382231	2018-06-08	2018-06-06	ESC_JA1610AA	NaN	66549	66549	66549	66549	66549	66549	66549	2245	1592	44	44	44	1	1
ESC_JA1918AA	500315	SRR7276886;ILLUMINA;Paired;;SRX4180469	Human	Human	human; Homo sapiens	2018	2			Europe	United Kingdom							Public Health England	Escherichia coli								PRJNA248792	SRP042645		SAMN09380250	SRS3391996	2018-06-08	2018-06-08	ESC_JA1918AA	NaN	66699	7181	7181	7181	7181	7181	7181	7181	6624	44	44	44	1	1
ESC_JA1919AA	388680	SRR7276882;ILLUMINA;Paired;;SRX4180465	Human	Human	human; Homo sapiens	2017	7			Europe	United Kingdom							Public Health England	Escherichia coli								PRJNA248792	SRP042645		SAMN09380241	SRS3391993	2018-06-08	2018-06-08	ESC_JA1919AA	NaN	66678	66678	66678	64871	64871	64871	3702	55	55	44	44	44	1	1
ESC_JA1994AA	PNUSAE014561	SRR7280789;ILLUMINA;Paired;;SRX4184355								North America	United States							Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	Escherichia coli								PRJNA218110	SRP046387		SAMN09382753	SRS3395735	2018-06-08	2018-06-08	ESC_JA1994AA	NaN	66821	66821	66821	66821	66821	66821	66821	55	55	44	44	44	1	1
ESC_JA2444AA	406642	SRR7285510;ILLUMINA;Paired;;SRX4189050	Human	Human	human; Homo sapiens	2006	4			Europe	United Kingdom							Public Health England	Escherichia coli								PRJNA248792	SRP042645		SAMN09387659	SRS3400292	2018-06-11	2018-06-10	ESC_JA2444AA	NaN	67226	67226	65337	65337	65337	1592	1592	1592	1592	44	44	44	1	1
ESC_JA3337AA	410855	SRR7358054;ILLUMINA;Paired;;SRX4231138	Human	Human	human; Homo sapiens	2017	8			Europe	United Kingdom							Public Health England	Escherichia coli		Escherichia Coli						PRJNA248792	SRP042645		SAMN09443984	SRS3429819	2018-06-19	2018-06-19	ESC_JA3337AA	NaN	67902	67902	67902	67902	67902	67902	3702	55	55	44	44	44	1	1
ESC_JA4337AA	DH124	traces-0bcyHYg;ILLUMINA;Paired;;NA				2018				Europe	Denmark							miki@sund.ku.dk	Escherichia coli													2018-06-28	2018-12-31	ESC_JA4337AA	NaN	67778	67778	67778	67778	41869	2245	2245	2245	1592	44	44	44	1	1
ESC_JA4343AA	DH136	traces-0nAjcZs;ILLUMINA;Paired;;NA				2018				Europe	Denmark							miki@sund.ku.dk	Escherichia coli													2018-06-28	2018-12-31	ESC_JA4343AA	NaN	91865	67782	67782	67782	41869	2245	2245	2245	1592	44	44	44	1	1
ESC_JA4346AA	DH133	traces-0ojhtCt;ILLUMINA;Paired;;NA				2018				Europe	Denmark							miki@sund.ku.dk	Escherichia coli													2018-06-28	2018-12-31	ESC_JA4346AA	NaN	67783	67783	67783	67783	67783	67783	2245	2245	1592	44	44	44	1	1
ESC_JA4348AA	DH130	traces-0Gicixq;ILLUMINA;Paired;;NA				2018				Europe	Denmark							miki@sund.ku.dk	Escherichia coli													2018-06-28	2018-12-31	ESC_JA4348AA	NaN	67785	67785	67785	67785	67785	4252	4252	4252	4252	44	44	44	1	1
ESC_JA4349AA	DH135	traces-0tkQvnN;ILLUMINA;Paired;;NA				2018				Europe	Denmark							miki@sund.ku.dk	Escherichia coli		O1:K1:H1											2018-06-28	2018-12-31	ESC_JA4349AA	NaN	67784	67784	67784	41869	41869	2245	2245	2245	1592	44	44	44	1	1
ESC_JA4353AA	EC12	traces-0xRbSnX;ILLUMINA;Paired;;NA,traces-0JxZcTy;ILLUMINA;Paired;;NA,traces-0Ckerbc;ILLUMINA;Paired;;NA,traces-0ErxAVj;ILLUMINA;Paired;;NA,traces-0qGPnoR;ILLUMINA;Paired;;NA								Africa	Uganda							University of Copenhagen														2018-06-28	2018-12-31	ESC_JA4353AA	NaN	67787	67787	67787	67787	67787	67787	4252	4252	4252	44	44	44	1	1
ESC_JA4515AA	FSIS11810492	SRR7458242;ILLUMINA;Paired;500;SRX4328738	Livestock	Bovine	animal-cattle-steer	2018				North America	United States	California						United States Department of Agriculture, Food Safety and Inspection Service	Escherichia coli								PRJNA292667	SRP066916		SAMN09521704	SRS3490840	2018-07-02	2018-06-30	ESC_JA4515AA	NaN	68866	68866	68866	68866	68866	68866	68866	68866	68866	1108	44	44	1	1
ESC_JA5674AA	Poultry animal (variety unknown)	SRR7469824;ILLUMINA;Paired;;SRX4339686				2014	1			Oceania	Australia							University of Technology, Sydney	Escherichia coli		O2:H5						PRJNA479542	SRP151965		SAMN09580046	SRS3500585	2018-07-04	2018-07-04	ESC_JA5674AA	NaN	70297	70297	70297	70297	4252	4252	4252	4252	4252	44	44	44	1	1
ESC_JA5679AA	Chicken	SRR7469829;ILLUMINA;Paired;;SRX4339681	Poultry	Avian	Gallus gallus domesticus	2012	11			Oceania	Australia							University of Technology, Sydney	Escherichia coli		O1:H7						PRJNA479542	SRP151965		SAMN09580041	SRS3500580	2018-07-04	2018-07-04	ESC_JA5679AA	NaN	70307	70307	70307	70307	70307	9838	1106	1104	1104	44	44	44	1	1
ESC_JA5690AA	Chicken	SRR7469840;ILLUMINA;Paired;;SRX4339670	Poultry	Avian	Gallus gallus domesticus	2008	7			Oceania	Australia							University of Technology, Sydney	Escherichia coli		O1:H7						PRJNA479542	SRP151965		SAMN09579973	SRS3500570	2018-07-04	2018-07-04	ESC_JA5690AA	NaN	69269	69269	69269	69269	45021	2245	2245	2245	1592	44	44	44	1	1
ESC_JA5695AA	Chicken	SRR7469845;ILLUMINA;Paired;;SRX4339665	Poultry	Avian	Gallus gallus domesticus	2014	7			Oceania	Australia							University of Technology, Sydney	Escherichia coli		Ont:H7						PRJNA479542	SRP151965		SAMN09580048	SRS3500566	2018-07-04	2018-07-04	ESC_JA5695AA	NaN	70311	70311	70311	70311	69262	69262	1106	1104	1104	44	44	44	1	1
ESC_JA5700AA	Chicken	SRR7469850;ILLUMINA;Paired;;SRX4339660	Poultry	Avian	Gallus gallus domesticus	2015	7			Oceania	Australia							University of Technology, Sydney	Escherichia coli		Ont:H7						PRJNA479542	SRP151965		SAMN09580053	SRS3500558	2018-07-04	2018-07-04	ESC_JA5700AA	NaN	69262	69262	69262	69262	69262	69262	1106	1104	1104	44	44	44	1	1
ESC_JA5718AA	Chicken	SRR7469868;ILLUMINA;Paired;;SRX4339642	Poultry	Avian	Gallus gallus domesticus	2009	2			Oceania	Australia							University of Technology, Sydney	Escherichia coli		Ont:H7						PRJNA479542	SRP151965		SAMN09579990	SRS3500543	2018-07-04	2018-07-04	ESC_JA5718AA	NaN	70276	70276	70276	70276	70276	70276	1106	1104	1104	44	44	44	1	1
ESC_JA5741AA	Poultry animal (variety unknown)	SRR7469891;ILLUMINA;Paired;;SRX4339619				2010	10			Oceania	Australia							University of Technology, Sydney	Escherichia coli		Ont:H7						PRJNA479542	SRP151965		SAMN09580011	SRS3500518	2018-07-04	2018-07-04	ESC_JA5741AA	NaN	70288	70288	70288	70288	70288	70288	1106	1104	1104	44	44	44	1	1
ESC_JA5748AA	Chicken	SRR7469898;ILLUMINA;Paired;;SRX4339612	Poultry	Avian	Gallus gallus domesticus	2010	9			Oceania	Australia							University of Technology, Sydney	Escherichia coli		Ont:H7						PRJNA479542	SRP151965		SAMN09580010	SRS3500510	2018-07-04	2018-07-04	ESC_JA5748AA	NaN	69236	69236	69236	69236	69236	69236	1106	1104	1104	44	44	44	1	1
ESC_JA6164AA	511872	SRR7500912;ILLUMINA;Paired;;SRX4370294				2018	3			Europe	United Kingdom							Public Health England	Escherichia coli		Escherichia Coli						PRJNA248792	SRP042645		SAMN09633672	SRS3528653	2018-07-10	2018-07-10	ESC_JA6164AA	NaN	69952	69952	8983	7181	7181	7181	7181	7181	6624	44	44	44	1	1
ESC_JA6587AA	UMB6454	SRR7534294;ILLUMINA;Paired;;SRX4402223	Human	Human	Homo sapiens; female					North America	United States	Illinois	Cook County	Maywood				Loyola University Chicago	Escherichia coli								PRJNA316969	SRP072679		SAMN09665215	SRS3556750	2018-07-18	2018-07-18	ESC_JA6587AA	NaN	70577	70577	70577	70577	70577	70577	70577	55	55	44	44	44	1	1
ESC_JA6588AA	UMB6611	SRR7534295;ILLUMINA;Paired;;SRX4402222	Human	Human	Homo sapiens; female					North America	United States	Illinois	Cook County	Maywood				Loyola University Chicago	Escherichia coli								PRJNA316969	SRP072679		SAMN09665216	SRS3556749	2018-07-18	2018-07-18	ESC_JA6588AA	NaN	70578	70578	70578	70578	70578	70578	1107	1107	44	44	44	44	1	1
ESC_JA6622AA	UMB6713	SRR7534329;ILLUMINA;Paired;;SRX4402188	Human	Human	Homo sapiens; female					North America	United States	Illinois	Cook County	Maywood				Loyola University Chicago	Escherichia coli								PRJNA316969	SRP072679		SAMN09665226	SRS3556715	2018-07-18	2018-07-18	ESC_JA6622AA	NaN	70542	70542	70542	70542	70542	70542	70542	55	55	44	44	44	1	1
ESC_JA7534AA		ERR3142641;ILLUMINA;Paired;446;ERX3171607,ERR2719285;ILLUMINA;Paired;382;ERX2733158																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040085	ERS1703978	2018-08-03	2018-08-01	ESC_JA7534AA	NaN	78214	71030	71030	71030	71030	71030	55	55	55	44	44	44	1	1
ESC_JA7550AA		ERR3142631;ILLUMINA;Paired;451;ERX3171597,ERR2719269;ILLUMINA;Paired;432;ERX2733142																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040061	ERS1703954	2018-08-03	2018-08-01	ESC_JA7550AA	NaN	77920	71409	71409	71409	71409	71409	28140	28140	6624	44	44	44	1	1
ESC_JA7552AA		ERR3142630;ILLUMINA;Paired;435;ERX3171596,ERR2719267;ILLUMINA;Paired;434;ERX2733140																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040059	ERS1703952	2018-08-03	2018-08-01	ESC_JA7552AA	NaN	77979	71410	71410	71410	71410	4752	4752	55	55	44	44	44	1	1
ESC_JA7554AA		ERR3142491;ILLUMINA;Paired;498;ERX3171457,ERR2719265;ILLUMINA;Paired;446;ERX2733138																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040057	ERS1703950	2018-08-03	2018-08-01	ESC_JA7554AA	NaN	78407	71412	71412	71412	71412	71412	55	55	55	44	44	44	1	1
ESC_JA7559AA		ERR2719260;ILLUMINA;Paired;440;ERX2733133																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040052	ERS1703945	2018-08-03	2018-08-01	ESC_JA7559AA	NaN	77979	71410	71410	71410	71410	4752	4752	55	55	44	44	44	1	1
ESC_JA7566AA		ERR2719253;ILLUMINA;Paired;473;ERX2733126																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040045	ERS1703938	2018-08-03	2018-08-01	ESC_JA7566AA	NaN	77476	71060	71060	71060	71060	71060	4847	55	55	44	44	44	1	1
ESC_JA7577AA		ERR3142623;ILLUMINA;Paired;461;ERX3171589,ERR2719242;ILLUMINA;Paired;443;ERX2733115																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040034	ERS1703927	2018-08-03	2018-08-01	ESC_JA7577AA	NaN	77685	71353	71353	71353	71353	71353	55	55	55	44	44	44	1	1
ESC_JA7614AA		ERR2719205;ILLUMINA;Paired;422;ERX2733078																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104039997	ERS1703890	2018-08-03	2018-08-01	ESC_JA7614AA	NaN	77895	70986	70986	70986	70986	70986	70986	55	55	44	44	44	1	1
ESC_JA7619AA		ERR2719200;ILLUMINA;Paired;441;ERX2733073																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104039992	ERS1703885	2018-08-03	2018-08-01	ESC_JA7619AA	NaN	77507	71018	71018	71018	71018	71018	55	55	55	44	44	44	1	1
ESC_JA7624AA		ERR2719195;ILLUMINA;Paired;409;ERX2733068																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104039987	ERS1703880	2018-08-03	2018-08-01	ESC_JA7624AA	NaN	80625	71448	71448	71448	71448	71448	6620	6620	1104	44	44	44	1	1
ESC_JA7674AA		ERR2719145;ILLUMINA;Paired;448;ERX2733018																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040370	ERS1704263	2018-08-03	2018-08-01	ESC_JA7674AA	NaN	78818	71329	71329	71329	71329	71329	55	55	55	44	44	44	1	1
ESC_JA7696AA		ERR2719123;ILLUMINA;Paired;449;ERX2732996,ERR3142753;ILLUMINA;Paired;470;ERX3171719																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040347	ERS1704240	2018-08-03	2018-08-01	ESC_JA7696AA	NaN	77608	77608	69326	64899	64899	35013	1592	1592	1592	44	44	44	1	1
ESC_JA7701AA		ERR3142749;ILLUMINA;Paired;471;ERX3171715,ERR2719118;ILLUMINA;Paired;452;ERX2732991																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040342	ERS1704235	2018-08-03	2018-08-01	ESC_JA7701AA	NaN	77750	70926	70926	70926	70926	70926	70926	1104	1104	44	44	44	1	1
ESC_JA7705AA		ERR3142745;ILLUMINA;Paired;455;ERX3171711,ERR2719114;ILLUMINA;Paired;433;ERX2732987																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040338	ERS1704231	2018-08-03	2018-08-01	ESC_JA7705AA	NaN	77628	70933	70933	70933	70933	70933	8435	8435	6624	44	44	44	1	1
ESC_JA7736AA		ERR3142724;ILLUMINA;Paired;485;ERX3171690,ERR2719083;ILLUMINA;Paired;442;ERX2732956																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040307	ERS1704200	2018-08-03	2018-08-01	ESC_JA7736AA	NaN	77895	70986	70986	70986	70986	70986	70986	55	55	44	44	44	1	1
ESC_JA7737AA		ERR2719082;ILLUMINA;Paired;445;ERX2732955,ERR3142723;ILLUMINA;Paired;485;ERX3171689																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040306	ERS1704199	2018-08-03	2018-08-01	ESC_JA7737AA	NaN	80638	70986	70986	70986	70986	70986	70986	55	55	44	44	44	1	1
ESC_JA7738AA		ERR3142722;ILLUMINA;Paired;486;ERX3171688,ERR2719081;ILLUMINA;Paired;448;ERX2732954																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040305	ERS1704198	2018-08-03	2018-08-01	ESC_JA7738AA	NaN	80643	71018	71018	71018	71018	71018	55	55	55	44	44	44	1	1
ESC_JA7750AA		ERR3142716;ILLUMINA;Paired;474;ERX3171682,ERR2719069;ILLUMINA;Paired;451;ERX2732942																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040293	ERS1704186	2018-08-03	2018-08-01	ESC_JA7750AA	NaN	77863	70995	69489	69489	69489	69489	55	55	55	44	44	44	1	1
ESC_JA7752AA		ERR2719067;ILLUMINA;Paired;452;ERX2732940,ERR3142714;ILLUMINA;Paired;475;ERX3171680																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040291	ERS1704184	2018-08-03	2018-08-01	ESC_JA7752AA	NaN	78821	70997	70997	70997	70997	70997	8435	8435	6624	44	44	44	1	1
ESC_JA7753AA		ERR2719066;ILLUMINA;Paired;433;ERX2732939																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040290	ERS1704183	2018-08-03	2018-08-01	ESC_JA7753AA	NaN	78378	70998	70998	70998	70998	70998	70998	70998	44	44	44	44	1	1
ESC_JA7762AA		ERR2719057;ILLUMINA;Paired;444;ERX2732930																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040280	ERS1704173	2018-08-03	2018-08-01	ESC_JA7762AA	NaN	77733	71002	69415	69415	69415	69415	55	55	55	44	44	44	1	1
ESC_JA7777AA		ERR3142702;ILLUMINA;Paired;478;ERX3171668,ERR2719042;ILLUMINA;Paired;445;ERX2732915																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040265	ERS1704158	2018-08-03	2018-08-01	ESC_JA7777AA	NaN	77991	70967	70941	70941	4252	4252	4252	4252	4252	44	44	44	1	1
ESC_JA7797AA		ERR2719022;ILLUMINA;Paired;442;ERX2732895,ERR3142570;ILLUMINA;Paired;435;ERX3171536																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040245	ERS1704138	2018-08-03	2018-08-01	ESC_JA7797AA	NaN	77767	70941	70941	70941	4252	4252	4252	4252	4252	44	44	44	1	1
ESC_JA7806AA		ERR3142567;ILLUMINA;Paired;511;ERX3171533,ERR2719013;ILLUMINA;Paired;441;ERX2732886																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040236	ERS1704129	2018-08-03	2018-08-01	ESC_JA7806AA	NaN	80649	70948	70948	70948	70948	70948	4847	55	55	44	44	44	1	1
ESC_JA7834AA		ERR2718985;ILLUMINA;Paired;451;ERX2732858,ERR3142685;ILLUMINA;Paired;446;ERX3171651																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040222	ERS1704115	2018-08-03	2018-08-01	ESC_JA7834AA	NaN	77517	70917	70917	70917	70917	70917	1104	1104	1104	44	44	44	1	1
ESC_JA7842AA		ERR3142551;ILLUMINA;Paired;452;ERX3171517,ERR2718977;ILLUMINA;Paired;440;ERX2732850																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040199	ERS1704092	2018-08-03	2018-08-01	ESC_JA7842AA	NaN	78076	70922	70922	70922	70922	70922	1592	1592	1592	44	44	44	1	1
ESC_JA7844AA		ERR2718975;ILLUMINA;Paired;441;ERX2732848																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040197	ERS1704090	2018-08-03	2018-08-01	ESC_JA7844AA	NaN	80664	70924	70924	70924	70924	70924	3889	3889	44	44	44	44	1	1
ESC_JA7845AA		ERR2718974;ILLUMINA;Paired;427;ERX2732847																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040196	ERS1704089	2018-08-03	2018-08-01	ESC_JA7845AA	NaN	78083	70961	70961	70961	1679	1679	1104	1104	1104	44	44	44	1	1
ESC_JA7848AA		ERR3142680;ILLUMINA;Paired;457;ERX3171646,ERR2718971;ILLUMINA;Paired;435;ERX2732844																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040193	ERS1704086	2018-08-03	2018-08-01	ESC_JA7848AA	NaN	77750	70926	70926	70926	70926	70926	70926	1104	1104	44	44	44	1	1
ESC_JA7849AA		ERR2718970;ILLUMINA;Paired;422;ERX2732843,ERR3142679;ILLUMINA;Paired;427;ERX3171645																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040192	ERS1704085	2018-08-03	2018-08-01	ESC_JA7849AA	NaN	80667	70926	70926	70926	70926	70926	70926	1104	1104	44	44	44	1	1
ESC_JA7857AA		ERR2718962;ILLUMINA;Paired;440;ERX2732835,ERR3142546;ILLUMINA;Paired;443;ERX3171512																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040184	ERS1704077	2018-08-03	2018-08-01	ESC_JA7857AA	NaN	77628	70933	70933	70933	70933	70933	8435	8435	6624	44	44	44	1	1
ESC_JA7860AA		ERR3142543;ILLUMINA;Paired;462;ERX3171509,ERR2718959;ILLUMINA;Paired;445;ERX2732832																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040181	ERS1704074	2018-08-03	2018-08-01	ESC_JA7860AA	NaN	77628	70933	70933	70933	70933	70933	8435	8435	6624	44	44	44	1	1
ESC_JA7913AA	E9867	traces-0jTENsd;ILLUMINA;Paired;;NA	Poultry	Poultry		2018				Europe	Finland							kape@food.dtu.dk	Escherichia coli													2018-08-07	2018-08-07	ESC_JA7913AA	NaN	69149	69149	69149	69149	69149	69149	60343	44042	44042	44	44	44	1	1
ESC_JA7919AA	E9875	traces-0SwiqTK;ILLUMINA;Paired;;NA	Poultry	Poultry		2018				Europe	Finland							kape@food.dtu.dk	Escherichia coli													2018-08-07	2018-08-07	ESC_JA7919AA	NaN	69153	69153	40562	40562	40562	2245	2245	2245	1592	44	44	44	1	1
ESC_JA8188AA	TUM18776	DRR148364;ILLUMINA;Paired;500;DRX139115	Human	Human	Homo sapiens	2017	4											TUM-MID	Escherichia coli								PRJDB7087	DRP004406		SAMD00126601	DRS074344	2018-08-14	2018-08-14	ESC_JA8188AA	NaN	71686	71686	71686	71686	71686	71686	28118	12576	8655	44	44	44	1	1
ESC_JA8200AA	TUM18764	DRR148352;ILLUMINA;Paired;500;DRX139103	Human	Human	Homo sapiens	2017	3											TUM-MID	Escherichia coli								PRJDB7087	DRP004406		SAMD00126589	DRS074332	2018-08-14	2018-08-14	ESC_JA8200AA	NaN	71693	71693	71693	71693	71693	71693	2219	1107	44	44	44	44	1	1
ESC_JA8209AA	TUM18755	DRR148343;ILLUMINA;Paired;500;DRX139094	Human	Human	Homo sapiens	2017	3											TUM-MID	Escherichia coli								PRJDB7087	DRP004406		SAMD00126580	DRS074323	2018-08-14	2018-08-14	ESC_JA8209AA	NaN	71704	71704	71704	71704	71704	71704	1107	1107	44	44	44	44	1	1
ESC_JA8212AA	TUM18752	DRR148340;ILLUMINA;Paired;500;DRX139091	Human	Human	Homo sapiens	2017	3											TUM-MID	Escherichia coli								PRJDB7087	DRP004406		SAMD00126577	DRS074320	2018-08-14	2018-08-14	ESC_JA8212AA	NaN	71703	71703	71703	71703	71703	71703	1680	1107	44	44	44	44	1	1
ESC_JA8218AA	TUM18746	DRR148334;ILLUMINA;Paired;500;DRX139085	Human	Human	Homo sapiens	2017	3											TUM-MID	Escherichia coli								PRJDB7087	DRP004406		SAMD00126571	DRS074314	2018-08-14	2018-08-14	ESC_JA8218AA	NaN	71667	71667	71667	71667	15036	15036	15036	55	55	44	44	44	1	1
ESC_JA8229AA	TUM18735	DRR148323;ILLUMINA;Paired;500;DRX139074	Human	Human	Homo sapiens	2017	3											TUM-MID	Escherichia coli								PRJDB7087	DRP004406		SAMD00126560	DRS074303	2018-08-14	2018-08-14	ESC_JA8229AA	NaN	71669	71669	71669	71669	71669	71669	28118	12576	8655	44	44	44	1	1
ESC_JA8234AA	TUM18730	DRR148318;ILLUMINA;Paired;500;DRX139069	Human	Human	Homo sapiens	2017	2											TUM-MID	Escherichia coli								PRJDB7087	DRP004406		SAMD00126555	DRS074298	2018-08-14	2018-08-14	ESC_JA8234AA	NaN	71676	71676	71676	71676	71676	71676	27806	9672	55	44	44	44	1	1
ESC_JA8239AA	TUM18725	DRR148313;ILLUMINA;Paired;500;DRX139064	Human	Human	Homo sapiens	2017	2											TUM-MID	Escherichia coli								PRJDB7087	DRP004406		SAMD00126550	DRS074293	2018-08-14	2018-08-14	ESC_JA8239AA	NaN	71639	71639	71639	71639	71639	71639	12576	12576	8655	44	44	44	1	1
ESC_JA8248AA	TUM18716	DRR148304;ILLUMINA;Paired;500;DRX139055	Human	Human	Homo sapiens	2017	2											TUM-MID	Escherichia coli								PRJDB7087	DRP004406		SAMD00126541	DRS074284	2018-08-14	2018-08-14	ESC_JA8248AA	NaN	71647	71647	71647	71647	71647	28118	28118	12576	8655	44	44	44	1	1
ESC_JA8261AA	TUM18703	DRR148291;ILLUMINA;Paired;500;DRX139042	Human	Human	Homo sapiens	2017	1											TUM-MID	Escherichia coli								PRJDB7087	DRP004406		SAMD00126528	DRS074271	2018-08-14	2018-08-14	ESC_JA8261AA	NaN	71623	71623	71623	71623	71623	71623	8435	8435	6624	44	44	44	1	1
ESC_JA8264AA	TUM18700	DRR148288;ILLUMINA;Paired;500;DRX139039	Human	Human	Homo sapiens	2017	1											TUM-MID	Escherichia coli								PRJDB7087	DRP004406		SAMD00126525	DRS074268	2018-08-14	2018-08-14	ESC_JA8264AA	NaN	71628	71628	71628	71628	71628	71628	11922	11922	1104	44	44	44	1	1
ESC_JA8279AA	TUM18685	DRR148273;ILLUMINA;Paired;500;DRX139024	Human	Human	Homo sapiens	2016	12											TUM-MID	Escherichia coli								PRJDB7087	DRP004406		SAMD00126510	DRS074253	2018-08-14	2018-08-14	ESC_JA8279AA	NaN	71602	71602	71602	71602	71602	71602	1107	1107	44	44	44	44	1	1
ESC_JA8284AA	TUM18680	DRR148268;ILLUMINA;Paired;500;DRX139019	Human	Human	Homo sapiens	2016	12											TUM-MID	Escherichia coli								PRJDB7087	DRP004406		SAMD00126505	DRS074248	2018-08-14	2018-08-14	ESC_JA8284AA	NaN	71627	71627	71627	71627	71627	71627	12576	12576	8655	44	44	44	1	1
ESC_JA8289AA	TUM18675	DRR148263;ILLUMINA;Paired;500;DRX139014	Human	Human	Homo sapiens	2016	12											TUM-MID	Escherichia coli								PRJDB7087	DRP004406		SAMD00126500	DRS074243	2018-08-14	2018-08-14	ESC_JA8289AA	NaN	71609	71609	71609	71609	71609	71609	12576	12576	8655	44	44	44	1	1
ESC_JA8291AA	TUM18673	DRR148261;ILLUMINA;Paired;500;DRX139012	Human	Human	Homo sapiens	2016	11											TUM-MID	Escherichia coli								PRJDB7087	DRP004406		SAMD00126498	DRS074241	2018-08-14	2018-08-14	ESC_JA8291AA	NaN	71611	71611	71611	71611	71611	71611	28118	12576	8655	44	44	44	1	1
ESC_JA8296AA	TUM18668	DRR148256;ILLUMINA;Paired;500;DRX139007	Human	Human	Homo sapiens	2016	11											TUM-MID	Escherichia coli								PRJDB7087	DRP004406		SAMD00126493	DRS074236	2018-08-14	2018-08-14	ESC_JA8296AA	NaN	71593	71593	71593	71593	71593	71593	71593	71593	1592	44	44	44	1	1
