"","name","SEQUENCE","same_scaff"
"13607","ESC_NA3971AA_AS","NODE_6_length_93052_cov_11.905","EC_custom_VGI-1_tRNA_modification_GTPase_TrmE"
"13608","ESC_NA3971AA_AS","NODE_60_length_29215_cov_10.9126","card_cpxA"
"13609","ESC_NA3971AA_AS","NODE_61_length_28794_cov_11.3955","ISfinder_Feb_2020_IS621:NC_009800 ISfinder_Feb_2020_IS1397:X92970"
"13610","ESC_NA3971AA_AS","NODE_62_length_28291_cov_8.30837","plasmidfinder_IncI1_1_Alpha"
"13611","ESC_NA3971AA_AS","NODE_67_length_26916_cov_10.0297","vfdb_ompA"
"13612","ESC_NA3971AA_AS","NODE_75_length_24997_cov_12.1629","EC_custom_yeeT_|VFG1529"
"13613","ESC_NA3971AA_AS","NODE_80_length_23535_cov_10.1659","card_Escherichia_coli_emrE"
"13614","ESC_NA3971AA_AS","NODE_81_length_23331_cov_10.4808","card_emrB card_emrA card_emrR"
"13615","ESC_NA3971AA_AS","NODE_84_length_22766_cov_9.67269","card_emrY card_emrK card_evgA card_evgS"
"13616","ESC_NA3971AA_AS","NODE_88_length_21960_cov_9.27458","ISfinder_Feb_2020_IS1A:X52534 ISfinder_Feb_2020_ISEc32:NC_011747"
"13617","ESC_NA3971AA_AS","NODE_93_length_19688_cov_11.0052","vfdb_fdeC"
"13618","ESC_NA3971AA_AS","NODE_94_length_19153_cov_12.7422","card_CRP"
"13619","ESC_NA3971AA_AS","NODE_96_length_18643_cov_10.3836","card_pmrF"
"13620","ESC_NA3971AA_AS","NODE_97_length_18309_cov_11.1276","card_Escherichia_coli_ampC"
"13621","ESC_NA3971AA_AS","NODE_99_length_16669_cov_13.1743","card_tolC"
"13622","ESC_NA3972AA_AS","NODE_1_length_181432_cov_12.2103","EC_custom_tia_CU928161 EC_custom_papGII_DQ095216.1 EC_custom_papF_CU928161 EC_custom_papE_CU928161 EC_custom_papK_CU928161 EC_custom_papJ_CU928161 EC_custom_papD_CU928161 EC_custom_papC_CU928161 EC_custom_papH_CU928161 EC_custom_papA_CU928161 EC_custom_papB_CU928161 EC_custom_papI_DQ095216.1 ISfinder_Feb_2020_MITEEc1:U00096 ISfinder_Feb_2020_ISEc48:ADUS01000070 vfdb_papG vfdb_papF vfdb_papE vfdb_papK vfdb_papJ vfdb_papD vfdb_papC vfdb_papH vfdb_papB vfdb_papI"
"13623","ESC_NA3972AA_AS","NODE_10_length_113694_cov_11.9216","card_Escherichia_coli_ampC"
"13624","ESC_NA3972AA_AS","NODE_102_length_10535_cov_10.5268","vfdb_ykgK/ecpR vfdb_yagZ/ecpA vfdb_yagY/ecpB vfdb_yagX/ecpC vfdb_yagW/ecpD vfdb_yagV/ecpE"
"13625","ESC_NA3972AA_AS","NODE_104_length_10151_cov_10.2938","EC_custom_malX_AF081286.1:c2588-1008"
"13626","ESC_NA3972AA_AS","NODE_108_length_8232_cov_12.1009","vfdb_kpsD"
"13627","ESC_NA3972AA_AS","NODE_109_length_7308_cov_18.4161","ISfinder_Feb_2020_ISEc45:NC_004431"
"13628","ESC_NA3972AA_AS","NODE_11_length_107693_cov_12.0413","card_mdtP card_mdtO card_mdtN"
"13629","ESC_NA3972AA_AS","NODE_118_length_5352_cov_9.89895","vfdb_fes vfdb_entF"
"13630","ESC_NA3972AA_AS","NODE_12_length_94915_cov_12.0505","card_Escherichia_coli_ampH"
"13631","ESC_NA3972AA_AS","NODE_120_length_5063_cov_8.80045","ISfinder_Feb_2020_IS1203:U06468"
"13632","ESC_NA3972AA_AS","NODE_123_length_4689_cov_11.6059","EC_custom_yeeT_|VFG1529"
"13633","ESC_NA3972AA_AS","NODE_124_length_4648_cov_13.1794","card_acrF card_acrE"
"13634","ESC_NA3972AA_AS","NODE_129_length_3855_cov_13.2141","vfdb_chuS vfdb_chuA"
"13635","ESC_NA3972AA_AS","NODE_13_length_90020_cov_11.4949","card_msbA"
"13636","ESC_NA3972AA_AS","NODE_14_length_87999_cov_12.3686","card_cpxA"
"13637","ESC_NA3972AA_AS","NODE_15_length_87850_cov_11.3177","card_pmrF"
"13638","ESC_NA3972AA_AS","NODE_159_length_1385_cov_5.63752","vfdb_kpsM"
"13639","ESC_NA3972AA_AS","NODE_16_length_87666_cov_11.3903","vfdb_ompA"
"13640","ESC_NA3972AA_AS","NODE_161_length_1331_cov_128.277","ISfinder_Feb_2020_IS2:M18426"
"13641","ESC_NA3972AA_AS","NODE_165_length_1086_cov_6.33889","vfdb_fimE"
"13642","ESC_NA3972AA_AS","NODE_17_length_83594_cov_11.3351","vfdb_gspC vfdb_gspD vfdb_gspE vfdb_gspF vfdb_gspG vfdb_gspH vfdb_gspI vfdb_gspJ vfdb_gspK vfdb_gspL vfdb_gspM"
"13643","ESC_NA3972AA_AS","NODE_18_length_83202_cov_11.9534","EC_custom_usp_AB056439"
"13644","ESC_NA3972AA_AS","NODE_19_length_76991_cov_11.838","ISfinder_Feb_2020_MITEEc1:U00096"
"13645","ESC_NA3972AA_AS","NODE_20_length_73093_cov_11.8006","card_mdtH card_mdtG"
"13646","ESC_NA3972AA_AS","NODE_21_length_72206_cov_11.8979","card_kdpE"
"13647","ESC_NA3972AA_AS","NODE_25_length_63201_cov_11.2261","card_Escherichia_coli_mdfA"
"13648","ESC_NA3972AA_AS","NODE_26_length_57312_cov_11.7811","card_yojI"
"13649","ESC_NA3972AA_AS","NODE_27_length_56769_cov_13.6063","card_CRP"
"13650","ESC_NA3972AA_AS","NODE_28_length_54679_cov_11.2536","card_mdtA card_mdtB card_mdtC card_baeS card_baeR"
"13651","ESC_NA3972AA_AS","NODE_29_length_54596_cov_12.45","ISfinder_Feb_2020_IS200C:NC_004431"
"13652","ESC_NA3972AA_AS","NODE_3_length_152710_cov_11.344","card_marA"
"13653","ESC_NA3972AA_AS","NODE_31_length_54154_cov_17.4323","EC_custom_yeeT_|VFG1529 ISfinder_Feb_2020_IS100kyp:U59875 ISfinder_Feb_2020_ISEc20:NZ_AAJU01000001 ISfinder_Feb_2020_ISEc38:AJ303141"
"13654","ESC_NA3972AA_AS","NODE_34_length_53140_cov_11.9168","card_Escherichia_coli_acrA card_acrB"
"13655","ESC_NA3972AA_AS","NODE_39_length_42411_cov_10.0357","EC_custom_fyuA_Z35106.1 EC_custom_irp2_(gi:386629711)|VFG034099 vfdb_fyuA vfdb_ybtE vfdb_ybtT vfdb_ybtU vfdb_irp1 vfdb_irp2 vfdb_ybtA vfdb_ybtP vfdb_ybtQ vfdb_ybtX vfdb_ybtS"
"13656","ESC_NA3972AA_AS","NODE_4_length_147749_cov_11.532","card_emrB card_emrA card_emrR"
"13657","ESC_NA3972AA_AS","NODE_42_length_40163_cov_12.251","EC_custom_VGI-1_tRNA_modification_GTPase_TrmE"
"13658","ESC_NA3972AA_AS","NODE_43_length_38886_cov_10.854","card_acrD"
"13659","ESC_NA3972AA_AS","NODE_44_length_38696_cov_13.168","vfdb_aslA"
"13660","ESC_NA3972AA_AS","NODE_46_length_37543_cov_12.4062","ISfinder_Feb_2020_IS621:NC_009800 ISfinder_Feb_2020_IS1397:X92970"
"13661","ESC_NA3972AA_AS","NODE_47_length_36827_cov_15.6987","EC_custom_traT_CP018978.1"
"13662","ESC_NA3972AA_AS","NODE_52_length_34723_cov_12.0529","EC_custom_yeeT_|VFG1529"
"13663","ESC_NA3972AA_AS","NODE_53_length_33159_cov_11.6442","vfdb_fimB"
"13664","ESC_NA3972AA_AS","NODE_54_length_32537_cov_15.5128","card_ANT(3'')-IIa card_sul1 card_TEM-1 EC_custom_intI1_HQ730118.1 ISfinder_Feb_2020_ISKpn26:NC_016845 ISfinder_Feb_2020_IS26:X00011 ISfinder_Feb_2020_IS1326:U38187 ISfinder_Feb_2020_IS1353:U40482 ISfinder_Feb_2020_Tn2:KT002541"
"13665","ESC_NA3972AA_AS","NODE_55_length_31337_cov_11.5941","card_bacA"
"13666","ESC_NA3972AA_AS","NODE_59_length_27406_cov_10.7601","vfdb_fdeC"
"13667","ESC_NA3972AA_AS","NODE_6_length_128064_cov_11.8903","card_evgS card_evgA card_emrK card_emrY"
"13668","ESC_NA3972AA_AS","NODE_61_length_25965_cov_11.0882","vfdb_fepA vfdb_entD"
"13669","ESC_NA3972AA_AS","NODE_62_length_24931_cov_12.3586","EC_custom_sitA_(gi:91210366)|VFG012573"
"13670","ESC_NA3972AA_AS","NODE_63_length_24870_cov_10.0264","card_Escherichia_coli_emrE"
"13671","ESC_NA3972AA_AS","NODE_64_length_24756_cov_15.7949","plasmidfinder_IncFIB(AP001918)_1"
"13672","ESC_NA3972AA_AS","NODE_7_length_123699_cov_11.3877","EC_custom_iss_type1_pAPEC-O2-ColV"
"13673","ESC_NA3972AA_AS","NODE_72_length_21152_cov_13.0483","ISfinder_Feb_2020_ISEc40:NC_004431"
"13674","ESC_NA3972AA_AS","NODE_73_length_20157_cov_12.8413","ISfinder_Feb_2020_IS1S:M37615 ISfinder_Feb_2020_ISEc30:NC_011603 vfdb_papX"
"13675","ESC_NA3972AA_AS","NODE_76_length_19329_cov_10.5324","vfdb_entA vfdb_entB vfdb_entE vfdb_entC vfdb_fepB vfdb_entS vfdb_fepD vfdb_fepG vfdb_fepC"
"13676","ESC_NA3972AA_AS","NODE_81_length_17381_cov_11.4458","EC_custom_yeeT_|VFG1529"
"13677","ESC_NA3972AA_AS","NODE_82_length_16898_cov_10.9528","card_mdtE card_mdtF card_gadW card_gadX vfdb_chuT vfdb_chuW vfdb_chuX vfdb_chuY vfdb_chuU vfdb_chuV"
"13678","ESC_NA3972AA_AS","NODE_83_length_16796_cov_13.2764","card_tolC"
"13679","ESC_NA3972AA_AS","NODE_88_length_14384_cov_15.5521","EC_custom_fimH_CP015076.1 ISfinder_Feb_2020_IS1A:X52534 vfdb_fimA vfdb_fimI vfdb_fimC vfdb_fimD vfdb_fimF vfdb_fimG vfdb_fimH"
"13680","ESC_NA3972AA_AS","NODE_9_length_115762_cov_11.191","card_H-NS"
"13681","ESC_NA3972AA_AS","NODE_91_length_14043_cov_11.7151","card_mdtM ISfinder_Feb_2020_IS1F:X52538"
"13682","ESC_NA3972AA_AS","NODE_92_length_13298_cov_14.6198","EC_custom_eitA_KU695535.1 EC_custom_eitB_AY545598.5 EC_custom_eitC_AY545598.5 EC_custom_eitD_AY545598.5 ISfinder_Feb_2020_ISEc22:[]"
"13683","ESC_NA3972AA_AS","NODE_94_length_12266_cov_10.7329","card_acrS"
"13684","ESC_NA3972AA_AS","NODE_98_length_11300_cov_15.8555","ISfinder_Feb_2020_ISEc10:NC_004431 plasmidfinder_Col156_1 vfdb_senB"
"13685","ESC_NA3972AA_AS","NODE_99_length_11125_cov_12.7637","card_eptA"
"13686","ESC_NA3973AA_AS","NODE_1_length_187780_cov_10.1632","card_marA"
"13687","ESC_NA3973AA_AS","NODE_10_length_123084_cov_11.2112","ISfinder_Feb_2020_IS200C:NC_004431"
"13688","ESC_NA3973AA_AS","NODE_100_length_10876_cov_11.1809","EC_custom_iutA_KU578032.1 EC_custom_iucD_AY545598.5 vfdb_iucD vfdb_iucC vfdb_iucB vfdb_iucA"
"13689","ESC_NA3973AA_AS","NODE_102_length_10648_cov_10.2683","vfdb_ykgK/ecpR vfdb_yagZ/ecpA vfdb_yagY/ecpB vfdb_yagX/ecpC vfdb_yagW/ecpD vfdb_yagV/ecpE"
"13690","ESC_NA3973AA_AS","NODE_103_length_10481_cov_9.09948","EC_custom_malX_AF081286.1:c2588-1008"
"13691","ESC_NA3973AA_AS","NODE_105_length_10203_cov_11.8651","card_msbA"
"13692","ESC_NA3973AA_AS","NODE_106_length_9767_cov_10.6064","EC_custom_papB_CU928161 EC_custom_papA_CU928161 EC_custom_papH_CU928161 EC_custom_papC_CU928161 EC_custom_papD_CU928161 EC_custom_papJ_CU928161 EC_custom_papK_CU928161 EC_custom_papE_CU928161 EC_custom_papF_CU928161 EC_custom_papGII_DQ095216.1 EC_custom_tia_CU928161 vfdb_papB vfdb_papH vfdb_papC vfdb_papD vfdb_papJ vfdb_papK vfdb_papE vfdb_papF vfdb_papG"
"13693","ESC_NA3973AA_AS","NODE_109_length_8565_cov_12.2","ISfinder_Feb_2020_IS1203:U06468"
"13694","ESC_NA3973AA_AS","NODE_11_length_118297_cov_10.1239","card_H-NS"
"13695","ESC_NA3973AA_AS","NODE_110_length_8051_cov_12.7837","vfdb_kpsD"
"13696","ESC_NA3973AA_AS","NODE_111_length_7598_cov_11.8724","EC_custom_yeeT_|VFG1529"
"13697","ESC_NA3973AA_AS","NODE_112_length_7292_cov_12.8639","ISfinder_Feb_2020_ISEc45:NC_004431"
"13698","ESC_NA3973AA_AS","NODE_115_length_5506_cov_10.9453","plasmidfinder_IncFIB(AP001918)_1"
"13699","ESC_NA3973AA_AS","NODE_117_length_5226_cov_11.435","EC_custom_yeeT_|VFG1529"
"13700","ESC_NA3973AA_AS","NODE_12_length_116516_cov_11.1586","card_emrR card_emrA card_emrB"
"13701","ESC_NA3973AA_AS","NODE_123_length_4777_cov_9.27634","card_tet(B)"
"13702","ESC_NA3973AA_AS","NODE_124_length_4562_cov_10.5238","ISfinder_Feb_2020_IS100kyp:U59875"
"13703","ESC_NA3973AA_AS","NODE_126_length_4465_cov_13.0429","ISfinder_Feb_2020_ISEc23:[]"
"13704","ESC_NA3973AA_AS","NODE_127_length_4452_cov_11.4825","vfdb_vat"
"13705","ESC_NA3973AA_AS","NODE_128_length_3851_cov_11.5556","EC_custom_iss_type1_pAPEC-O2-ColV"
"13706","ESC_NA3973AA_AS","NODE_13_length_104911_cov_11.5386","EC_custom_VGI-1_tRNA_modification_GTPase_TrmE"
"13707","ESC_NA3973AA_AS","NODE_132_length_3106_cov_9.73716","ISfinder_Feb_2020_IS3:X02311"
"13708","ESC_NA3973AA_AS","NODE_136_length_2216_cov_10.7831","vfdb_papX"
"13709","ESC_NA3973AA_AS","NODE_137_length_2125_cov_7.96046","EC_custom_iss_type1_pAPEC-O2-ColV"
"13710","ESC_NA3973AA_AS","NODE_14_length_104554_cov_10.9448","vfdb_ompA"
"13711","ESC_NA3973AA_AS","NODE_148_length_1741_cov_7.99752","EC_custom_ompT_HM210637.1"
"13712","ESC_NA3973AA_AS","NODE_150_length_1328_cov_5.83514","EC_custom_hylF_CP000836.1"
"13713","ESC_NA3973AA_AS","NODE_151_length_1282_cov_109.316","ISfinder_Feb_2020_IS10R:J01829"
"13714","ESC_NA3973AA_AS","NODE_2_length_143034_cov_11.2404","card_Escherichia_coli_ampH card_acrB card_Escherichia_coli_acrA"
"13715","ESC_NA3973AA_AS","NODE_20_length_86941_cov_11.7396","card_cpxA"
"13716","ESC_NA3973AA_AS","NODE_21_length_77243_cov_10.5016","card_yojI card_pmrF"
"13717","ESC_NA3973AA_AS","NODE_23_length_73125_cov_10.3139","vfdb_entA vfdb_entB vfdb_entE vfdb_entC vfdb_fepB vfdb_entS vfdb_fepD vfdb_fepG vfdb_fepC vfdb_entF vfdb_fes vfdb_fepA vfdb_entD"
"13718","ESC_NA3973AA_AS","NODE_24_length_72953_cov_10.1254","card_mdtH card_mdtG"
"13719","ESC_NA3973AA_AS","NODE_28_length_60471_cov_11.2924","card_eptA EC_custom_yeeT_|VFG1529"
"13720","ESC_NA3973AA_AS","NODE_29_length_59282_cov_9.73784","card_baeR card_baeS card_mdtC card_mdtB card_mdtA"
"13721","ESC_NA3973AA_AS","NODE_3_length_134494_cov_11.6572","ISfinder_Feb_2020_MITEEc1:U00096"
"13722","ESC_NA3973AA_AS","NODE_31_length_57906_cov_8.94209","EC_custom_fyuA_Z35106.1 EC_custom_irp2_(gi:117624162)|VFG012550 vfdb_fyuA vfdb_ybtE vfdb_ybtT vfdb_ybtU vfdb_irp1 vfdb_irp2 vfdb_ybtA vfdb_ybtP vfdb_ybtQ vfdb_ybtX vfdb_ybtS"
"13723","ESC_NA3973AA_AS","NODE_32_length_56635_cov_12.2028","card_CRP"
"13724","ESC_NA3973AA_AS","NODE_33_length_56618_cov_9.84125","card_Escherichia_coli_emrE"
"13725","ESC_NA3973AA_AS","NODE_39_length_46126_cov_11.0561","EC_custom_fimH_CP015076.1 vfdb_fimH vfdb_fimG vfdb_fimF vfdb_fimD vfdb_fimC vfdb_fimI vfdb_fimA vfdb_fimE"
"13726","ESC_NA3973AA_AS","NODE_45_length_38711_cov_10.7409","EC_custom_traT_CP018978.1"
"13727","ESC_NA3973AA_AS","NODE_46_length_38662_cov_12.6473","vfdb_aslA"
"13728","ESC_NA3973AA_AS","NODE_48_length_37886_cov_11.534","EC_custom_fecA_NC_000913.3 ISfinder_Feb_2020_IS4:J01733 ISfinder_Feb_2020_IS911:X17613 ISfinder_Feb_2020_ISSd1:M21947 ISfinder_Feb_2020_IS1F:X52538"
"13729","ESC_NA3973AA_AS","NODE_5_length_133384_cov_11.7369","card_Escherichia_coli_ampC"
"13730","ESC_NA3973AA_AS","NODE_52_length_31633_cov_10.4667","card_kdpE"
"13731","ESC_NA3973AA_AS","NODE_53_length_31413_cov_11.5097","card_bacA"
"13732","ESC_NA3973AA_AS","NODE_56_length_28796_cov_11.9031","ISfinder_Feb_2020_IS621:NC_009800 ISfinder_Feb_2020_IS1397:X92970"
"13733","ESC_NA3973AA_AS","NODE_58_length_28429_cov_10.9749","EC_custom_yeeT_|VFG1529 vfdb_fimB"
"13734","ESC_NA3973AA_AS","NODE_6_length_127683_cov_10.6366","card_emrY card_emrK card_evgA card_evgS card_acrD"
"13735","ESC_NA3973AA_AS","NODE_60_length_27493_cov_10.3751","vfdb_fdeC"
"13736","ESC_NA3973AA_AS","NODE_62_length_27330_cov_11.5505","EC_custom_sitA_(gi:386604842)|VFG034204"
"13737","ESC_NA3973AA_AS","NODE_66_length_25890_cov_11.0042","ISfinder_Feb_2020_IS1A:X52534 ISfinder_Feb_2020_ISEc32:NC_011747"
"13738","ESC_NA3973AA_AS","NODE_67_length_25135_cov_10.1723","card_ugd EC_custom_yeeT_|VFG1529"
"13739","ESC_NA3973AA_AS","NODE_69_length_24242_cov_9.87796","ISfinder_Feb_2020_ISEc38:AJ303141 ISfinder_Feb_2020_IS150:X07037"
"13740","ESC_NA3973AA_AS","NODE_71_length_23603_cov_10.0756","EC_custom_cvaA_AY545598.5 EC_custom_cvaB_AY545598.5 EC_custom_cvaC_X57525.1 EC_custom_cvi_AY545598.5 vfdb_iroB vfdb_iroC vfdb_iroD vfdb_iroE vfdb_iroN"
"13741","ESC_NA3973AA_AS","NODE_72_length_23599_cov_11.3499","card_tolC"
"13742","ESC_NA3973AA_AS","NODE_77_length_22020_cov_10.5605","card_mdtE card_mdtF card_gadW card_gadX vfdb_chuS vfdb_chuA vfdb_chuT vfdb_chuW vfdb_chuX vfdb_chuY vfdb_chuU vfdb_chuV"
"13743","ESC_NA3973AA_AS","NODE_8_length_123806_cov_10.8996","card_Escherichia_coli_mdfA ISfinder_Feb_2020_MITEEc1:U00096"
"13744","ESC_NA3973AA_AS","NODE_83_length_18420_cov_12.2477","card_acrS card_acrE card_acrF"
"13745","ESC_NA3973AA_AS","NODE_84_length_16861_cov_9.82449","EC_custom_usp_AB056439"
"13746","ESC_NA3973AA_AS","NODE_85_length_16595_cov_12.1068","ISfinder_Feb_2020_ISEc30:NC_011603"
"13747","ESC_NA3973AA_AS","NODE_86_length_16212_cov_9.97159","EC_custom_kpsMT(II)_K2:CP000468.1:|APEC-O1|3376659-3378102 vfdb_kpsT vfdb_kpsM vfdb_gspM vfdb_gspL vfdb_gspK vfdb_gspJ vfdb_gspI vfdb_gspH vfdb_gspG vfdb_gspF vfdb_gspE vfdb_gspD vfdb_gspC"
"13748","ESC_NA3973AA_AS","NODE_89_length_15743_cov_12.2647","EC_custom_papI_DQ095216.1 ISfinder_Feb_2020_ISEc48:ADUS01000070 vfdb_papI"
"13749","ESC_NA3973AA_AS","NODE_90_length_15248_cov_12.2508","card_mdtP card_mdtO card_mdtN"
"13750","ESC_NA3973AA_AS","NODE_91_length_14672_cov_11.9052","EC_custom_etsA_KU578032 ISfinder_Feb_2020_IS629:X51586"
"13751","ESC_NA3974AA_AS","NODE_1_length_322146_cov_19.3297","card_tolC card_bacA card_acrS card_acrE card_acrF"
"13752","ESC_NA3974AA_AS","NODE_10_length_150843_cov_19.967","card_Escherichia_coli_ampC ISfinder_Feb_2020_IS1S:M37615 vfdb_papX"
"13753","ESC_NA3974AA_AS","NODE_102_length_1592_cov_14.6567","EC_custom_hylF_CP000836.1"
"13754","ESC_NA3974AA_AS","NODE_106_length_1282_cov_197.944","ISfinder_Feb_2020_IS10R:J01829"
"13755","ESC_NA3974AA_AS","NODE_11_length_126459_cov_19.8505","card_cpxA"
"13756","ESC_NA3974AA_AS","NODE_12_length_124859_cov_17.1918","card_H-NS"
"13757","ESC_NA3974AA_AS","NODE_14_length_115088_cov_19.0976","ISfinder_Feb_2020_IS621:NC_009800 ISfinder_Feb_2020_IS1397:X92970"
"13758","ESC_NA3974AA_AS","NODE_15_length_113262_cov_17.6952","card_mdtG card_mdtH EC_custom_iss_type1_pAPEC-O2-ColV"
"13759","ESC_NA3974AA_AS","NODE_17_length_104502_cov_17.8627","vfdb_ompA"
"13760","ESC_NA3974AA_AS","NODE_18_length_99248_cov_19.2039","card_mdtN card_mdtO card_mdtP"
"13761","ESC_NA3974AA_AS","NODE_19_length_98478_cov_19.8452","EC_custom_VGI-1_tRNA_modification_GTPase_TrmE"
"13762","ESC_NA3974AA_AS","NODE_2_length_321578_cov_17.9775","card_kdpE card_Escherichia_coli_mdfA ISfinder_Feb_2020_MITEEc1:U00096"
"13763","ESC_NA3974AA_AS","NODE_20_length_97182_cov_18.697","card_CRP"
"13764","ESC_NA3974AA_AS","NODE_21_length_96881_cov_15.8874","card_Escherichia_coli_emrE EC_custom_irp2_(gi:117624162)|VFG012550 EC_custom_fyuA_Z35106.1 vfdb_ybtS vfdb_ybtX vfdb_ybtQ vfdb_ybtP vfdb_ybtA vfdb_irp2 vfdb_irp1 vfdb_ybtU vfdb_ybtT vfdb_ybtE vfdb_fyuA"
"13765","ESC_NA3974AA_AS","NODE_22_length_89988_cov_19.2005","card_Escherichia_coli_ampH"
"13766","ESC_NA3974AA_AS","NODE_23_length_89148_cov_18.2607","vfdb_yagV/ecpE vfdb_yagW/ecpD vfdb_yagX/ecpC vfdb_yagY/ecpB vfdb_yagZ/ecpA vfdb_ykgK/ecpR vfdb_fdeC"
"13767","ESC_NA3974AA_AS","NODE_24_length_88326_cov_16.2466","card_baeR card_baeS card_mdtC card_mdtB card_mdtA"
"13768","ESC_NA3974AA_AS","NODE_26_length_72755_cov_18.9702","EC_custom_cvaA_AY545598.5 EC_custom_cvaB_AY545598.5 EC_custom_cvaC_X57525.1 EC_custom_cvi_AY545598.5 EC_custom_traT_CP018978.1 ISfinder_Feb_2020_ISEc32:NC_011747 ISfinder_Feb_2020_IS1A:X52534"
"13769","ESC_NA3974AA_AS","NODE_27_length_68992_cov_17.1161","vfdb_entA vfdb_entB vfdb_entE vfdb_entC vfdb_fepB vfdb_entS vfdb_fepD vfdb_fepG vfdb_fepC vfdb_entF vfdb_fes vfdb_fepA vfdb_entD"
"13770","ESC_NA3974AA_AS","NODE_29_length_54465_cov_18.6426","EC_custom_usp_AB056439"
"13771","ESC_NA3974AA_AS","NODE_3_length_219683_cov_17.5327","card_Escherichia_coli_acrA card_acrB"
"13772","ESC_NA3974AA_AS","NODE_31_length_52084_cov_19.3934","card_eptA EC_custom_yeeT_|VFG1529"
"13773","ESC_NA3974AA_AS","NODE_34_length_47283_cov_17.8819","card_yojI"
"13774","ESC_NA3974AA_AS","NODE_35_length_45781_cov_18.3992","card_pmrF"
"13775","ESC_NA3974AA_AS","NODE_38_length_39415_cov_18.9006","EC_custom_tia_CU928161 EC_custom_papGII_DQ095216.1 EC_custom_papF_CU928161 EC_custom_papE_CU928161 EC_custom_papK_CU928161 EC_custom_papJ_CU928161 EC_custom_papD_CU928161 EC_custom_papC_CU928161 EC_custom_papH_CU928161 EC_custom_papA_CU928161 EC_custom_papB_CU928161 EC_custom_papI_DQ095216.1 ISfinder_Feb_2020_ISEc48:ADUS01000070 ISfinder_Feb_2020_IS1203:U06468 vfdb_papG vfdb_papF vfdb_papE vfdb_papK vfdb_papJ vfdb_papD vfdb_papC vfdb_papH vfdb_papB vfdb_papI"
"13776","ESC_NA3974AA_AS","NODE_39_length_38599_cov_19.9089","vfdb_aslA"
"13777","ESC_NA3974AA_AS","NODE_4_length_210539_cov_17.8493","card_emrB card_emrA card_emrR EC_custom_malX_AF081286.1:c2588-1008"
"13778","ESC_NA3974AA_AS","NODE_40_length_37886_cov_20.0719","EC_custom_fecA_NC_000913.3 ISfinder_Feb_2020_IS4:J01733 ISfinder_Feb_2020_IS911:X17613 ISfinder_Feb_2020_ISSd1:M21947 ISfinder_Feb_2020_IS1F:X52538"
"13779","ESC_NA3974AA_AS","NODE_41_length_36181_cov_18.8319","card_gadX card_gadW card_mdtF card_mdtE vfdb_chuV vfdb_chuU vfdb_chuY vfdb_chuX vfdb_chuW vfdb_chuT vfdb_chuA vfdb_chuS"
"13780","ESC_NA3974AA_AS","NODE_43_length_34799_cov_17.5659","ISfinder_Feb_2020_ISEc38:AJ303141 ISfinder_Feb_2020_IS150:X07037"
"13781","ESC_NA3974AA_AS","NODE_49_length_25508_cov_19.2903","ISfinder_Feb_2020_ISEc45:NC_004431"
"13782","ESC_NA3974AA_AS","NODE_5_length_201934_cov_16.4386","card_marA"
"13783","ESC_NA3974AA_AS","NODE_50_length_25248_cov_18.0531","card_ugd EC_custom_yeeT_|VFG1529"
"13784","ESC_NA3974AA_AS","NODE_58_length_18698_cov_14.8916","EC_custom_kpsMT(II)_K2:CP000468.1:|APEC-O1|3376659-3378102 vfdb_gspC vfdb_gspD vfdb_gspE vfdb_gspF vfdb_gspG vfdb_gspH vfdb_gspI vfdb_gspJ vfdb_gspK vfdb_gspL vfdb_gspM vfdb_kpsM vfdb_kpsT"
"13785","ESC_NA3974AA_AS","NODE_59_length_18328_cov_23.4699","EC_custom_iutA_KU578032.1 EC_custom_iucD_AY545598.5 ISfinder_Feb_2020_IS1S:M37615 plasmidfinder_IncFIB(AP001918)_1 vfdb_iucD vfdb_iucC vfdb_iucB vfdb_iucA"
"13786","ESC_NA3974AA_AS","NODE_6_length_197904_cov_19.2003","EC_custom_fimH_CP015076.1 EC_custom_yeeT_|VFG1529 ISfinder_Feb_2020_IS200C:NC_004431 vfdb_fimH vfdb_fimG vfdb_fimF vfdb_fimD vfdb_fimC vfdb_fimI vfdb_fimA vfdb_fimE vfdb_fimB"
"13787","ESC_NA3974AA_AS","NODE_61_length_15756_cov_18.5746","card_msbA"
"13788","ESC_NA3974AA_AS","NODE_63_length_15119_cov_18.8402","vfdb_iroB vfdb_iroC vfdb_iroD vfdb_iroE vfdb_iroN"
"13789","ESC_NA3974AA_AS","NODE_64_length_14802_cov_21.264","EC_custom_etsA_KU578032 ISfinder_Feb_2020_IS629:X51586"
"13790","ESC_NA3974AA_AS","NODE_66_length_12198_cov_16.2763","ISfinder_Feb_2020_IS100kyp:U59875"
"13791","ESC_NA3974AA_AS","NODE_68_length_10906_cov_20.7923","ISfinder_Feb_2020_ISEc30:NC_011603"
"13792","ESC_NA3974AA_AS","NODE_69_length_10406_cov_22.945","ISfinder_Feb_2020_ISEc23:[]"
"13793","ESC_NA3974AA_AS","NODE_72_length_8276_cov_20.0839","vfdb_kpsD"
"13794","ESC_NA3974AA_AS","NODE_74_length_7433_cov_19.4923","EC_custom_yeeT_|VFG1529"
"13795","ESC_NA3974AA_AS","NODE_78_length_5268_cov_20.5153","EC_custom_yeeT_|VFG1529"
