"","name","SEQUENCE","same_scaff"
"1195","ESC_NA3999AA_AS","NODE_84_length_23792_cov_17.7024","EC_custom_Feb_2020_fecA_NC_000913.3 ISfinder_Feb_2020_IS4:J01733 ISfinder_Feb_2020_IS911:X17613 ISfinder_Feb_2020_ISSd1:M21947 ISfinder_Feb_2020_IS1F:X52538"
"1196","ESC_NA3999AA_AS","NODE_86_length_22568_cov_14.6751","card_Escherichia_coli_emrE"
"1197","ESC_NA3999AA_AS","NODE_9_length_73890_cov_16.0737","card_emrB card_emrA card_emrR"
"1198","ESC_NA3999AA_AS","NODE_91_length_21680_cov_23.1636","ISfinder_Feb_2020_IS1A:X52534 ISfinder_Feb_2020_ISEc32:NC_011747"
"1199","ESC_NA3999AA_AS","NODE_94_length_19960_cov_14.2874","card_pmrF"
"1200","ESC_NA3999AA_AS","NODE_96_length_18794_cov_15.7109","vfdb_fdeC"
"1201","ESC_NA3999AA_AS","NODE_99_length_18505_cov_17.6087","card_acrS card_acrE card_acrF"
"1202","ESC_NA4000AA_AS","NODE_1_length_157371_cov_12.2122","card_acrB card_Escherichia_coli_acrA"
"1203","ESC_NA4000AA_AS","NODE_102_length_14057_cov_12.3719","vfdb_gspC vfdb_gspD vfdb_gspE vfdb_gspF vfdb_gspG vfdb_gspH vfdb_gspI vfdb_gspJ vfdb_gspK vfdb_gspL vfdb_gspM"
"1204","ESC_NA4000AA_AS","NODE_109_length_13360_cov_11.504","EC_custom_Feb_2020_papI_DQ095216.1 EC_custom_Feb_2020_papB_CU928161 EC_custom_Feb_2020_papA_CU928161 EC_custom_Feb_2020_papH_CU928161 EC_custom_Feb_2020_papC_CU928161 EC_custom_Feb_2020_papD_CU928161 EC_custom_Feb_2020_papJ_CU928161 EC_custom_Feb_2020_papK_CU928161 EC_custom_Feb_2020_papE_CU928161 ISfinder_Feb_2020_ISEc48:ADUS01000070 vfdb_papI vfdb_papB vfdb_papH vfdb_papC vfdb_papD vfdb_papJ vfdb_papK vfdb_papE"
"1205","ESC_NA4000AA_AS","NODE_11_length_88138_cov_12.7539","ISfinder_Feb_2020_IS621:NC_009800 ISfinder_Feb_2020_IS1397:X92970"
"1206","ESC_NA4000AA_AS","NODE_110_length_13330_cov_11.7151","ISfinder_Feb_2020_IS1203:U06468"
"1207","ESC_NA4000AA_AS","NODE_116_length_11145_cov_15.1716","card_eptA"
"1208","ESC_NA4000AA_AS","NODE_119_length_10612_cov_13.2722","card_tolC"
"1209","ESC_NA4000AA_AS","NODE_12_length_87649_cov_11.6351","vfdb_ompA"
"1210","ESC_NA4000AA_AS","NODE_123_length_9066_cov_12.1476","vfdb_ykgK/ecpR vfdb_yagZ/ecpA vfdb_yagY/ecpB vfdb_yagX/ecpC vfdb_yagW/ecpD vfdb_yagV/ecpE"
"1211","ESC_NA4000AA_AS","NODE_125_length_8833_cov_13.6783","EC_custom_Feb_2020_iucD_AY545598.5 EC_custom_Feb_2020_iutA_KU578032.1 vfdb_iucA vfdb_iucB vfdb_iucC vfdb_iucD"
"1212","ESC_NA4000AA_AS","NODE_131_length_7894_cov_10.559","card_kdpE"
"1213","ESC_NA4000AA_AS","NODE_133_length_7868_cov_13.5222","vfdb_iroC vfdb_iroB"
"1214","ESC_NA4000AA_AS","NODE_134_length_7544_cov_10.7097","vfdb_iroN vfdb_iroE vfdb_iroD"
"1215","ESC_NA4000AA_AS","NODE_137_length_7292_cov_14.4248","ISfinder_Feb_2020_ISEc45:NC_004431"
"1216","ESC_NA4000AA_AS","NODE_14_length_85520_cov_12.2652","card_bacA"
"1217","ESC_NA4000AA_AS","NODE_140_length_6873_cov_12.7219","EC_custom_Feb_2020_hylF_CP000836.1 plasmidfinder_IncFIB(AP001918)_1"
"1218","ESC_NA4000AA_AS","NODE_148_length_6016_cov_14.9199","EC_custom_Feb_2020_yeeT_|VFG1529"
"1219","ESC_NA4000AA_AS","NODE_159_length_4747_cov_13.9011","EC_custom_Feb_2020_yeeT_|VFG1529"
"1220","ESC_NA4000AA_AS","NODE_16_length_76830_cov_12.4572","EC_custom_Feb_2020_fimH_CP015076.1 EC_custom_Feb_2020_yeeT_|VFG1529 vfdb_fimH vfdb_fimG vfdb_fimF vfdb_fimD vfdb_fimC vfdb_fimI vfdb_fimA vfdb_fimE vfdb_fimB"
"1221","ESC_NA4000AA_AS","NODE_161_length_4503_cov_16.4941","ISfinder_Feb_2020_ISEc23:[]"
"1222","ESC_NA4000AA_AS","NODE_162_length_4436_cov_12.9018","vfdb_vat"
"1223","ESC_NA4000AA_AS","NODE_166_length_3823_cov_9.32792","card_tet(B)"
"1224","ESC_NA4000AA_AS","NODE_167_length_3677_cov_11.3859","EC_custom_Feb_2020_cvaB_AY545598.5 EC_custom_Feb_2020_cvaA_AY545598.5"
"1225","ESC_NA4000AA_AS","NODE_170_length_3361_cov_14.1877","ISfinder_Feb_2020_IS100kyp:U59875"
"1226","ESC_NA4000AA_AS","NODE_172_length_3153_cov_12.08","ISfinder_Feb_2020_IS3:X02311"
"1227","ESC_NA4000AA_AS","NODE_176_length_2716_cov_12.258","EC_custom_Feb_2020_tia_CU928161 EC_custom_Feb_2020_papGII_DQ095216.1 EC_custom_Feb_2020_papF_CU928161 vfdb_papG vfdb_papF"
"1228","ESC_NA4000AA_AS","NODE_177_length_2573_cov_11.9146","EC_custom_Feb_2020_cvi_AY545598.5"
"1229","ESC_NA4000AA_AS","NODE_188_length_1992_cov_11.2831","vfdb_papX"
"1230","ESC_NA4000AA_AS","NODE_19_length_73041_cov_11.6115","card_Escherichia_coli_mdfA"
"1231","ESC_NA4000AA_AS","NODE_192_length_1798_cov_6.36744","EC_custom_Feb_2020_kpsMT(II)_K2:CP000468.1:|APEC-O1|3376659-3378102 vfdb_kpsT vfdb_kpsM"
"1232","ESC_NA4000AA_AS","NODE_2_length_128303_cov_11.6511","card_emrY card_emrK card_evgA card_evgS card_acrD"
"1233","ESC_NA4000AA_AS","NODE_203_length_1282_cov_134.261","ISfinder_Feb_2020_IS10R:J01829"
"1234","ESC_NA4000AA_AS","NODE_24_length_65517_cov_12.0588","card_mdtH card_mdtG"
"1235","ESC_NA4000AA_AS","NODE_27_length_62052_cov_12.0312","card_yojI"
"1236","ESC_NA4000AA_AS","NODE_28_length_58076_cov_12.7882","ISfinder_Feb_2020_IS200C:NC_004431"
"1237","ESC_NA4000AA_AS","NODE_31_length_49926_cov_15.1709","card_CRP"
"1238","ESC_NA4000AA_AS","NODE_34_length_49080_cov_12.27","ISfinder_Feb_2020_MITEEc1:U00096"
"1239","ESC_NA4000AA_AS","NODE_35_length_46603_cov_13.1876","card_acrF card_acrE card_acrS"
"1240","ESC_NA4000AA_AS","NODE_37_length_44889_cov_10.4445","EC_custom_Feb_2020_irp2_(gi:117624162)|VFG012550 EC_custom_Feb_2020_fyuA_Z35106.1 vfdb_ybtS vfdb_ybtX vfdb_ybtQ vfdb_ybtP vfdb_ybtA vfdb_irp2 vfdb_irp1 vfdb_ybtU vfdb_ybtT vfdb_ybtE vfdb_fyuA"
"1241","ESC_NA4000AA_AS","NODE_4_length_115989_cov_11.5148","card_H-NS"
"1242","ESC_NA4000AA_AS","NODE_40_length_41873_cov_11.1681","vfdb_entA vfdb_entB vfdb_entE vfdb_entC vfdb_fepB vfdb_entS vfdb_fepD vfdb_fepG vfdb_fepC vfdb_entF vfdb_fes"
"1243","ESC_NA4000AA_AS","NODE_42_length_40853_cov_13.564","card_cpxA"
"1244","ESC_NA4000AA_AS","NODE_45_length_38797_cov_13.7385","vfdb_aslA"
"1245","ESC_NA4000AA_AS","NODE_47_length_37532_cov_13.7028","EC_custom_Feb_2020_traT_CP018978.1"
"1246","ESC_NA4000AA_AS","NODE_48_length_37174_cov_11.8213","card_mdtN card_mdtO card_mdtP"
"1247","ESC_NA4000AA_AS","NODE_49_length_35608_cov_13.8475","card_Escherichia_coli_ampC"
"1248","ESC_NA4000AA_AS","NODE_56_length_32034_cov_12.8866","ISfinder_Feb_2020_ISEc30:NC_011603 ISfinder_Feb_2020_IS1F:X52538"
"1249","ESC_NA4000AA_AS","NODE_58_length_31916_cov_11.0163","card_marA"
"1250","ESC_NA4000AA_AS","NODE_61_length_27790_cov_11.9384","vfdb_entD vfdb_fepA"
"1251","ESC_NA4000AA_AS","NODE_62_length_27580_cov_11.2873","card_mdtA card_mdtB card_mdtC card_baeS card_baeR"
"1252","ESC_NA4000AA_AS","NODE_63_length_26942_cov_10.852","EC_custom_Feb_2020_yeeT_|VFG1529 card_ugd"
"1253","ESC_NA4000AA_AS","NODE_67_length_26012_cov_13.9779","ISfinder_Feb_2020_IS1A:X52534 ISfinder_Feb_2020_ISEc32:NC_011747"
"1254","ESC_NA4000AA_AS","NODE_69_length_24997_cov_10.8459","card_Escherichia_coli_emrE"
"1255","ESC_NA4000AA_AS","NODE_7_length_103470_cov_13.0692","ISfinder_Feb_2020_MITEEc1:U00096"
"1256","ESC_NA4000AA_AS","NODE_70_length_24347_cov_11.6429","ISfinder_Feb_2020_IS150:X07037 ISfinder_Feb_2020_ISEc38:AJ303141"
"1257","ESC_NA4000AA_AS","NODE_75_length_22126_cov_13.7968","EC_custom_Feb_2020_fecA_NC_000913.3 ISfinder_Feb_2020_IS4:J01733 ISfinder_Feb_2020_IS911:X17613 ISfinder_Feb_2020_ISSd1:M21947"
"1258","ESC_NA4000AA_AS","NODE_76_length_21939_cov_11.4793","card_mdtE card_mdtF card_gadW card_gadX vfdb_chuS vfdb_chuA vfdb_chuT vfdb_chuW vfdb_chuX vfdb_chuY vfdb_chuU vfdb_chuV"
"1259","ESC_NA4000AA_AS","NODE_77_length_21725_cov_8.99856","EC_custom_Feb_2020_malX_AF081286.1:c2588-1008"
"1260","ESC_NA4000AA_AS","NODE_8_length_102200_cov_12.1215","card_emrR card_emrA card_emrB"
"1261","ESC_NA4000AA_AS","NODE_85_length_17831_cov_11.6553","card_pmrF"
"1262","ESC_NA4000AA_AS","NODE_88_length_16796_cov_13.1667","EC_custom_Feb_2020_ompT_HM210637.1 EC_custom_Feb_2020_etsA_KU578032 ISfinder_Feb_2020_IS629:X51586"
"1263","ESC_NA4000AA_AS","NODE_90_length_16393_cov_12.0382","vfdb_fdeC"
"1264","ESC_NA4000AA_AS","NODE_91_length_16272_cov_11.6072","EC_custom_Feb_2020_usp_AB056439"
"1265","ESC_NA4000AA_AS","NODE_93_length_15868_cov_12.4212","EC_custom_Feb_2020_yeeT_|VFG1529 vfdb_kpsD"
"1266","ESC_NA4000AA_AS","NODE_95_length_15604_cov_12.3476","card_msbA"
"1267","ESC_NA4000AA_AS","NODE_96_length_15246_cov_11.1637","ecoh_fliC-H7"
"1268","ESC_NA4000AA_AS","NODE_97_length_15135_cov_12.6517","card_Escherichia_coli_ampH"
"1269","ESC_NA4003AA_AS","NODE_1_length_224824_cov_7.50038","card_marA"
"1270","ESC_NA4003AA_AS","NODE_10_length_87606_cov_8.01087","card_yojI"
"1271","ESC_NA4003AA_AS","NODE_101_length_12132_cov_11.1785","vfdb_iroN vfdb_iroE vfdb_iroD vfdb_iroC vfdb_iroB"
"1272","ESC_NA4003AA_AS","NODE_104_length_10653_cov_9.21746","card_tolC"
"1273","ESC_NA4003AA_AS","NODE_106_length_10142_cov_7.89256","EC_custom_Feb_2020_malX_AF081286.1:c2588-1008"
"1274","ESC_NA4003AA_AS","NODE_107_length_9705_cov_8.01462","EC_custom_Feb_2020_tia_CU928161 EC_custom_Feb_2020_papGII_DQ095216.1 EC_custom_Feb_2020_papF_CU928161 EC_custom_Feb_2020_papE_CU928161 EC_custom_Feb_2020_papK_CU928161 EC_custom_Feb_2020_papJ_CU928161 EC_custom_Feb_2020_papD_CU928161 EC_custom_Feb_2020_papC_CU928161 EC_custom_Feb_2020_papH_CU928161 EC_custom_Feb_2020_papA_CU928161 EC_custom_Feb_2020_papB_CU928161 vfdb_papG vfdb_papF vfdb_papE vfdb_papK vfdb_papJ vfdb_papD vfdb_papC vfdb_papH vfdb_papB"
"1275","ESC_NA4003AA_AS","NODE_109_length_8850_cov_10.3869","EC_custom_Feb_2020_yeeT_|VFG1529"
"1276","ESC_NA4003AA_AS","NODE_11_length_87453_cov_8.23739","ISfinder_Feb_2020_IS621:NC_009800 ISfinder_Feb_2020_IS1397:X92970"
"1277","ESC_NA4003AA_AS","NODE_110_length_8814_cov_9.21895","EC_custom_Feb_2020_ompT_HM210637.1 EC_custom_Feb_2020_hylF_CP000836.1 plasmidfinder_IncFIB(AP001918)_1"
"1278","ESC_NA4003AA_AS","NODE_112_length_8376_cov_9.21397","ISfinder_Feb_2020_IS100kyp:U59875"
"1279","ESC_NA4003AA_AS","NODE_113_length_8345_cov_8.37637","vfdb_kpsD"
"1280","ESC_NA4003AA_AS","NODE_114_length_8273_cov_9.85588","ISfinder_Feb_2020_ISEc23:[]"
"1281","ESC_NA4003AA_AS","NODE_123_length_5766_cov_8.86984","ISfinder_Feb_2020_ISEc30:NC_011603"
"1282","ESC_NA4003AA_AS","NODE_127_length_5103_cov_8.04281","EC_custom_Feb_2020_yeeT_|VFG1529"
"1283","ESC_NA4003AA_AS","NODE_128_length_5047_cov_7.31138","card_tet(B)"
"1284","ESC_NA4003AA_AS","NODE_13_length_83457_cov_8.83648","card_cpxA"
"1285","ESC_NA4003AA_AS","NODE_131_length_4489_cov_7.04837","ISfinder_Feb_2020_IS3:X02311"
"1286","ESC_NA4003AA_AS","NODE_136_length_3453_cov_10.6774","EC_custom_Feb_2020_cvaA_AY545598.5 EC_custom_Feb_2020_cvaB_AY545598.5"
"1287","ESC_NA4003AA_AS","NODE_15_length_73517_cov_7.71499","card_H-NS"
"1288","ESC_NA4003AA_AS","NODE_151_length_1612_cov_4.11852","vfdb_fimB"
"1289","ESC_NA4003AA_AS","NODE_154_length_1457_cov_5.4812","vfdb_kpsM"
"1290","ESC_NA4003AA_AS","NODE_16_length_72757_cov_7.92839","card_gadX card_gadW card_mdtF card_mdtE vfdb_chuV vfdb_chuU vfdb_chuY vfdb_chuX vfdb_chuW vfdb_chuT vfdb_chuA vfdb_chuS"
"1291","ESC_NA4003AA_AS","NODE_160_length_1282_cov_78.2199","ISfinder_Feb_2020_IS10R:J01829"
"1292","ESC_NA4003AA_AS","NODE_17_length_69976_cov_7.42296","vfdb_entA vfdb_entB vfdb_entE vfdb_entC vfdb_fepB vfdb_entS vfdb_fepD vfdb_fepG vfdb_fepC vfdb_entF vfdb_fes vfdb_fepA vfdb_entD"
"1293","ESC_NA4003AA_AS","NODE_174_length_879_cov_6.21809","vfdb_fimE"
"1294","ESC_NA4003AA_AS","NODE_2_length_204650_cov_8.13966","card_mdtH card_mdtG vfdb_ompA"
"1295","ESC_NA4003AA_AS","NODE_23_length_62055_cov_7.32383","card_baeR card_baeS card_mdtC card_mdtB card_mdtA ecoh_wzx-O1"
"1296","ESC_NA4003AA_AS","NODE_24_length_61975_cov_10.8133","EC_custom_Feb_2020_cvaC_X57525.1 EC_custom_Feb_2020_cvi_AY545598.5 EC_custom_Feb_2020_traT_CP018978.1 ISfinder_Feb_2020_ISEc32:NC_011747"
"1297","ESC_NA4003AA_AS","NODE_27_length_60577_cov_8.3972","card_Escherichia_coli_ampH"
"1298","ESC_NA4003AA_AS","NODE_28_length_59684_cov_8.25038","ISfinder_Feb_2020_MITEEc1:U00096"
"1299","ESC_NA4003AA_AS","NODE_29_length_58944_cov_9.41966","vfdb_aslA"
"1300","ESC_NA4003AA_AS","NODE_3_length_185685_cov_8.80703","card_bacA"
"1301","ESC_NA4003AA_AS","NODE_31_length_54752_cov_8.84181","ISfinder_Feb_2020_IS200C:NC_004431"
"1302","ESC_NA4003AA_AS","NODE_38_length_49711_cov_6.88781","ecoh_fliC-H7"
"1303","ESC_NA4003AA_AS","NODE_39_length_47056_cov_6.71331","EC_custom_Feb_2020_irp2_(gi:117624162)|VFG012550 EC_custom_Feb_2020_fyuA_Z35106.1 vfdb_ybtS vfdb_ybtX vfdb_ybtQ vfdb_ybtP vfdb_ybtA vfdb_irp2 vfdb_irp1 vfdb_ybtU vfdb_ybtT vfdb_ybtE vfdb_fyuA"
"1304","ESC_NA4003AA_AS","NODE_4_length_134120_cov_7.88392","ISfinder_Feb_2020_MITEEc1:U00096 card_Escherichia_coli_mdfA"
"1305","ESC_NA4003AA_AS","NODE_41_length_44501_cov_7.88072","card_emrB card_emrA card_emrR"
"1306","ESC_NA4003AA_AS","NODE_44_length_42575_cov_8.75403","card_acrS card_acrE card_acrF"
"1307","ESC_NA4003AA_AS","NODE_49_length_39325_cov_8.83821","EC_custom_Feb_2020_fimH_CP015076.1 vfdb_fimI vfdb_fimC vfdb_fimD vfdb_fimF vfdb_fimG vfdb_fimH"
"1308","ESC_NA4003AA_AS","NODE_51_length_37886_cov_9.03363","EC_custom_Feb_2020_fecA_NC_000913.3 ISfinder_Feb_2020_IS4:J01733 ISfinder_Feb_2020_IS911:X17613 ISfinder_Feb_2020_ISSd1:M21947 ISfinder_Feb_2020_IS1F:X52538"
"1309","ESC_NA4003AA_AS","NODE_53_length_35544_cov_9.49516","card_Escherichia_coli_ampC"
"1310","ESC_NA4003AA_AS","NODE_54_length_35364_cov_7.3928","ISfinder_Feb_2020_IS150:X07037 ISfinder_Feb_2020_ISEc38:AJ303141"
"1311","ESC_NA4003AA_AS","NODE_6_length_109481_cov_7.99254","card_acrD"
"1312","ESC_NA4003AA_AS","NODE_61_length_30892_cov_8.37393","card_kdpE"
"1313","ESC_NA4003AA_AS","NODE_64_length_29103_cov_8.2558","ISfinder_Feb_2020_ISEc45:NC_004431"
"1314","ESC_NA4003AA_AS","NODE_65_length_28335_cov_8.63539","card_CRP"
"1315","ESC_NA4003AA_AS","NODE_68_length_27689_cov_8.70615","vfdb_fdeC"
"1316","ESC_NA4003AA_AS","NODE_7_length_106164_cov_8.64658","card_Escherichia_coli_acrA card_acrB"
"1317","ESC_NA4003AA_AS","NODE_71_length_26886_cov_8.2493","card_eptA"
"1318","ESC_NA4003AA_AS","NODE_72_length_26750_cov_8.56827","EC_custom_Feb_2020_yeeT_|VFG1529"
"1319","ESC_NA4003AA_AS","NODE_75_length_26080_cov_7.43455","EC_custom_Feb_2020_yeeT_|VFG1529 card_ugd"
"1320","ESC_NA4003AA_AS","NODE_76_length_25120_cov_8.70236","EC_custom_Feb_2020_yeeT_|VFG1529"
"1321","ESC_NA4003AA_AS","NODE_77_length_25095_cov_7.70438","card_Escherichia_coli_emrE"
"1322","ESC_NA4003AA_AS","NODE_78_length_24004_cov_10.4371","ISfinder_Feb_2020_IS1S:M37615 vfdb_papX"
"1323","ESC_NA4003AA_AS","NODE_79_length_23864_cov_8.02494","card_mdtN card_mdtO card_mdtP"
"1324","ESC_NA4003AA_AS","NODE_82_length_23296_cov_7.85368","EC_custom_Feb_2020_papI_DQ095216.1 ISfinder_Feb_2020_ISEc48:ADUS01000070 ISfinder_Feb_2020_IS1203:U06468 vfdb_papI"
"1325","ESC_NA4003AA_AS","NODE_86_length_19954_cov_7.36344","card_pmrF"
"1326","ESC_NA4003AA_AS","NODE_88_length_17761_cov_7.73965","card_emrY card_emrK card_evgA card_evgS"
"1327","ESC_NA4003AA_AS","NODE_90_length_16622_cov_7.28942","EC_custom_Feb_2020_usp_AB056439"
"1328","ESC_NA4003AA_AS","NODE_92_length_15637_cov_8.11838","card_msbA"
"1329","ESC_NA4003AA_AS","NODE_94_length_14804_cov_8.06922","vfdb_vat vfdb_yagV/ecpE vfdb_yagW/ecpD vfdb_yagX/ecpC vfdb_yagY/ecpB vfdb_yagZ/ecpA vfdb_ykgK/ecpR"
"1330","ESC_NA4003AA_AS","NODE_95_length_14680_cov_10.7039","EC_custom_Feb_2020_etsA_KU578032 ISfinder_Feb_2020_IS629:X51586"
"1331","ESC_NA4003AA_AS","NODE_97_length_14059_cov_7.9293","vfdb_gspC vfdb_gspD vfdb_gspE vfdb_gspF vfdb_gspG vfdb_gspH vfdb_gspI vfdb_gspJ vfdb_gspK vfdb_gspL vfdb_gspM"
"1332","ESC_NA4003AA_AS","NODE_98_length_12682_cov_10.1956","EC_custom_Feb_2020_iutA_KU578032.1 EC_custom_Feb_2020_iucD_AY545598.5 vfdb_iucD vfdb_iucC vfdb_iucB vfdb_iucA"
"1333","ESC_NA4004AA_AS","NODE_1_length_504431_cov_19.7033","EC_custom_Feb_2020_fyuA_Z35106.1 EC_custom_Feb_2020_irp2_(gi:117624162)|VFG012550 ISfinder_Feb_2020_IS150:X07037 ISfinder_Feb_2020_ISEc38:AJ303141 card_Escherichia_coli_emrE card_marA ecoh_fliC-H7 vfdb_fyuA vfdb_ybtE vfdb_ybtT vfdb_ybtU vfdb_irp1 vfdb_irp2 vfdb_ybtA vfdb_ybtP vfdb_ybtQ vfdb_ybtX vfdb_ybtS"
"1334","ESC_NA4004AA_AS","NODE_10_length_145454_cov_21.7629","card_pmrF card_yojI"
"1335","ESC_NA4004AA_AS","NODE_100_length_2216_cov_19.6716","vfdb_papX"
"1336","ESC_NA4004AA_AS","NODE_109_length_1282_cov_222.303","ISfinder_Feb_2020_IS10R:J01829"
"1337","ESC_NA4004AA_AS","NODE_12_length_132911_cov_23.5562","card_Escherichia_coli_ampC"
"1338","ESC_NA4004AA_AS","NODE_13_length_131546_cov_21.5117","vfdb_entD vfdb_fepA vfdb_fes vfdb_entF vfdb_fepC vfdb_fepG vfdb_fepD vfdb_entS vfdb_fepB vfdb_entC vfdb_entE vfdb_entB vfdb_entA"
"1339","ESC_NA4004AA_AS","NODE_14_length_124859_cov_20.2904","card_H-NS"
"1340","ESC_NA4004AA_AS","NODE_15_length_115888_cov_23.4528","card_CRP"
"1341","ESC_NA4004AA_AS","NODE_16_length_109462_cov_21.3071","card_mdtG card_mdtH"
"1342","ESC_NA4004AA_AS","NODE_17_length_104647_cov_21.4465","vfdb_ompA"
"1343","ESC_NA4004AA_AS","NODE_18_length_103587_cov_20.6903","card_emrY card_emrK card_evgA card_evgS card_acrD"
"1344","ESC_NA4004AA_AS","NODE_2_length_251126_cov_22.2179","card_emrR card_emrA card_emrB"
"1345","ESC_NA4004AA_AS","NODE_20_length_87614_cov_22.2949","ISfinder_Feb_2020_IS621:NC_009800 ISfinder_Feb_2020_IS1397:X92970"
"1346","ESC_NA4004AA_AS","NODE_22_length_86945_cov_23.4332","card_cpxA"
"1347","ESC_NA4004AA_AS","NODE_23_length_73417_cov_23.4975","card_tolC"
"1348","ESC_NA4004AA_AS","NODE_24_length_73092_cov_21.9213","card_gadX card_gadW card_mdtF card_mdtE vfdb_chuV vfdb_chuU vfdb_chuY vfdb_chuX vfdb_chuW vfdb_chuT vfdb_chuA vfdb_chuS"
"1349","ESC_NA4004AA_AS","NODE_26_length_62468_cov_24.8436","EC_custom_Feb_2020_cvaA_AY545598.5 EC_custom_Feb_2020_cvaB_AY545598.5 EC_custom_Feb_2020_cvaC_X57525.1 EC_custom_Feb_2020_cvi_AY545598.5 EC_custom_Feb_2020_traT_CP018978.1 vfdb_iroB vfdb_iroC vfdb_iroD vfdb_iroE vfdb_iroN"
"1350","ESC_NA4004AA_AS","NODE_29_length_43529_cov_21.5999","vfdb_fdeC vfdb_ykgK/ecpR vfdb_yagZ/ecpA vfdb_yagY/ecpB vfdb_yagX/ecpC vfdb_yagW/ecpD vfdb_yagV/ecpE vfdb_vat"
"1351","ESC_NA4004AA_AS","NODE_3_length_234114_cov_23.3525","card_acrF card_acrE card_acrS card_bacA"
"1352","ESC_NA4004AA_AS","NODE_30_length_43330_cov_24.3472","EC_custom_Feb_2020_fimH_CP015076.1 EC_custom_Feb_2020_yeeT_|VFG1529 vfdb_fimH vfdb_fimG vfdb_fimF vfdb_fimD vfdb_fimC vfdb_fimI vfdb_fimA vfdb_fimE vfdb_fimB"
"1353","ESC_NA4004AA_AS","NODE_33_length_38642_cov_24.7703","vfdb_aslA"
"1354","ESC_NA4004AA_AS","NODE_34_length_37886_cov_25.1038","EC_custom_Feb_2020_fecA_NC_000913.3 ISfinder_Feb_2020_IS4:J01733 ISfinder_Feb_2020_IS911:X17613 ISfinder_Feb_2020_ISSd1:M21947 ISfinder_Feb_2020_IS1F:X52538"
"1355","ESC_NA4004AA_AS","NODE_38_length_31028_cov_21.688","card_kdpE"
"1356","ESC_NA4004AA_AS","NODE_4_length_222308_cov_21.1121","ISfinder_Feb_2020_MITEEc1:U00096 card_Escherichia_coli_mdfA"
"1357","ESC_NA4004AA_AS","NODE_45_length_26679_cov_20.1625","EC_custom_Feb_2020_yeeT_|VFG1529 card_ugd"
"1358","ESC_NA4004AA_AS","NODE_49_length_23204_cov_23.1299","EC_custom_Feb_2020_papI_DQ095216.1 ISfinder_Feb_2020_ISEc48:ADUS01000070 ISfinder_Feb_2020_IS1203:U06468 vfdb_papI"
"1359","ESC_NA4004AA_AS","NODE_5_length_221401_cov_22.5985","EC_custom_Feb_2020_usp_AB056439 ISfinder_Feb_2020_IS200C:NC_004431"
"1360","ESC_NA4004AA_AS","NODE_56_length_19021_cov_26.7993","ISfinder_Feb_2020_ISEc32:NC_011747"
"1361","ESC_NA4004AA_AS","NODE_57_length_16861_cov_24.2181","ISfinder_Feb_2020_ISEc30:NC_011603"
"1362","ESC_NA4004AA_AS","NODE_58_length_16223_cov_22.4296","EC_custom_Feb_2020_papB_CU928161 EC_custom_Feb_2020_papA_CU928161 EC_custom_Feb_2020_papH_CU928161 EC_custom_Feb_2020_papC_CU928161 EC_custom_Feb_2020_papD_CU928161 EC_custom_Feb_2020_papJ_CU928161 EC_custom_Feb_2020_papK_CU928161 EC_custom_Feb_2020_papE_CU928161 EC_custom_Feb_2020_papF_CU928161 EC_custom_Feb_2020_papGII_DQ095216.1 EC_custom_Feb_2020_tia_CU928161 vfdb_papB vfdb_papH vfdb_papC vfdb_papD vfdb_papJ vfdb_papK vfdb_papE vfdb_papF vfdb_papG"
"1363","ESC_NA4004AA_AS","NODE_6_length_202870_cov_20.0149","card_baeR card_baeS card_mdtC card_mdtB card_mdtA ecoh_wzx-O1"
"1364","ESC_NA4004AA_AS","NODE_60_length_16024_cov_20.8925","EC_custom_Feb_2020_kpsMT(II)_K2:CP000468.1:|APEC-O1|3376659-3378102 vfdb_gspC vfdb_gspD vfdb_gspE vfdb_gspF vfdb_gspG vfdb_gspH vfdb_gspI vfdb_gspJ vfdb_gspK vfdb_gspL vfdb_gspM vfdb_kpsM"
"1365","ESC_NA4004AA_AS","NODE_61_length_15711_cov_21.9467","card_msbA"
"1366","ESC_NA4004AA_AS","NODE_64_length_14662_cov_26.3677","EC_custom_Feb_2020_etsA_KU578032 ISfinder_Feb_2020_IS629:X51586"
"1367","ESC_NA4004AA_AS","NODE_69_length_12682_cov_26.848","EC_custom_Feb_2020_iutA_KU578032.1 EC_custom_Feb_2020_iucD_AY545598.5 vfdb_iucD vfdb_iucC vfdb_iucB vfdb_iucA"
"1368","ESC_NA4004AA_AS","NODE_7_length_178222_cov_22.9385","EC_custom_Feb_2020_yeeT_|VFG1529 card_eptA card_mdtN card_mdtO card_mdtP"
"1369","ESC_NA4004AA_AS","NODE_74_length_10406_cov_30.4802","ISfinder_Feb_2020_ISEc23:[]"
"1370","ESC_NA4004AA_AS","NODE_75_length_9475_cov_14.7084","ISfinder_Feb_2020_IS100kyp:U59875"
"1371","ESC_NA4004AA_AS","NODE_76_length_9106_cov_22.1957","EC_custom_Feb_2020_ompT_HM210637.1 EC_custom_Feb_2020_hylF_CP000836.1 plasmidfinder_IncFIB(AP001918)_1"
"1372","ESC_NA4004AA_AS","NODE_77_length_9012_cov_24.2591","vfdb_kpsD"
"1373","ESC_NA4004AA_AS","NODE_8_length_177329_cov_22.1852","card_Escherichia_coli_ampH card_acrB card_Escherichia_coli_acrA"
